meanR,meanG,meanB,stdR,stdG,stdB,skewR,skewG,skewB,kurR,kurG,kurB,Class
19.7219724636341,19.7349374383629,5.51335598496055,44.9079304834349,45.4810610330982,16.4815563167096,2.08276439414161,2.11295112369905,3.83800934476402,2.94742155517061,2.97473544371756,16.6460168651365,1
18.7011815057939,16.7244629869329,5.31498089250493,46.5432084205992,42.4580358932338,16.2674572561752,2.29992984661419,2.40601258173162,3.74814826646059,3.82764060004687,4.39802631475904,15.3414218122338,1
22.8390867696006,21.4803685897436,4.24312553932446,49.8946280143025,47.2794798647161,13.868834572612,1.82798758530769,1.86578103281374,4.5041327611634,1.57218018869859,1.74089210832423,23.3740423768921,1
23.7972043731509,20.8685627773669,4.64703910872781,53.3598880005653,47.4517315844716,14.0658250868734,1.88313045885156,1.96581316899917,3.95090788199589,1.74007260011793,2.1457443180042,18.4271641206353,1
19.8408915803748,19.5603600375986,4.40519639114892,44.819991395564,44.8093643616488,13.7794711355606,1.98332769618053,2.04167538576762,4.25619500382747,2.37710141147398,2.61265694444087,21.3051913382964,1
20.6411026873767,19.1533915803748,4.64312322793393,47.5764035561467,44.9633423490144,13.9221720777749,1.99376180681137,2.09289656087877,4.05946894265697,2.27244592693507,2.7498602020497,20.0806154761636,1
22.1958287105523,19.4006641395464,3.78288145648422,46.7317233090244,41.9429824724285,13.0410887211066,1.79200730659979,1.91435292353934,4.88670122115844,1.54923953086118,2.06628441023691,27.6437616772314,1
18.7900429148176,18.2908865723619,4.84667390902367,44.3298798361339,43.6057849913909,14.6432428740766,2.10121063892589,2.14488763777798,3.98103735999549,2.8246037572418,2.98949925792076,18.187833418485,1
19.9102583364152,18.7075262728057,4.27176366802268,46.4859646313844,44.250109190473,14.1103011532478,2.05816560874315,2.12788684952466,4.34515642454023,2.62294539226987,2.94853137022913,21.5436604384624,1
23.7498979135848,22.6792695235454,5.74743435650888,51.6498702892581,49.742829859729,16.4304787038207,1.88900784057129,1.92785186513539,3.6858073066941,1.96794651385134,2.12694980656264,15.0466144222105,1
24.1074199488412,21.6480368589744,5.68305442554241,52.5216708360213,48.0415923562221,17.1284728770971,1.85829761117662,1.98191188428483,3.71994422004367,1.78483054556821,2.4205354565572,14.8375550730505,1
16.8220364121055,17.102754792283,4.7455216808432,40.8358148205096,42.0830721684326,15.7405144553311,2.24108020319122,2.30157826053119,4.05960578023251,3.66355376278949,3.9296437762844,17.5244072125146,1
19.5474952231262,18.2914027829142,5.23529570389546,48.0180276049055,45.5994135963496,15.5419386656304,2.20768327081871,2.28650091836677,3.70194815213077,3.23249758360102,3.64457181706443,15.3449573968163,1
17.9889746671598,15.8154547275641,4.55512088572485,45.4363092715332,40.9560331032469,14.5579781390778,2.36040406699925,2.50527342040107,4.24028954686197,4.18117718612121,5.01654539567772,20.9554991747261,1
23.580838957717,22.2393733820266,6.69411635539941,53.4024094690898,51.0063371383564,18.3322230870723,1.99062100608426,2.04605471260408,3.42600981415709,2.3197745340787,2.55701037955102,13.027834720406,1
19.5519542806953,17.2394099790434,4.4010975252712,47.6794679763434,42.7959546426314,14.6148145905777,2.19951386961341,2.31165106053516,4.21399404097333,3.30289267218151,3.93358938042743,19.6032624644329,1
17.0167883999014,17.0005547337278,5.68444896449704,42.0007479316239,42.5029034569252,16.6722550091935,2.26936804138715,2.33171544922228,3.54966950805356,3.67401255461935,3.96584241536533,13.8345716352502,1
16.6259669317061,16.1833741678994,4.72328032544379,40.3919381051504,39.8564717336944,14.5209728790587,2.25945517926143,2.31388055401918,4.14472527392908,3.7623036920719,3.96015944434092,20.2085439876565,1
20.0116089589497,18.6002681213018,5.43363805165187,46.4674051156576,44.0373074156893,15.8251766647021,2.1024280959875,2.19901328512289,3.73896743610124,2.92192747798467,3.38721497203961,16.1010480887651,1
18.7485303408531,17.9550184140779,4.34523314225838,44.4509226845816,43.0734561527205,14.5099430412214,2.16303466222224,2.21656362740493,4.26757665118934,3.27601392303819,3.49647496814375,20.3991504515001,1
17.8726288985454,17.6155753051036,4.71395386464497,41.2195689690187,40.9712331359301,14.2060997918785,2.07863702763007,2.10631755763215,4.0913424311014,2.86530381417596,2.92735258737095,20.0323726566903,1
17.4041042591223,16.2914933123767,5.12454927884615,41.8170348643367,39.4279153229871,15.4302364944921,2.26180191429613,2.26444091150841,3.7625693388736,3.90998883301901,3.76365391917449,15.8683355294836,1
21.5350541635848,21.1580952601085,5.56382904955621,48.3596674177605,48.2304080026746,16.1521586535208,1.98595416270465,2.04797651989142,3.74223593913908,2.36745229266099,2.61135205076563,16.0167215109499,1
16.4281196067554,16.354068432569,4.76999545426529,39.4397599835422,39.4636131150987,14.4800078283428,2.20507990595058,2.20866699480764,4.00936666434042,3.44723944545833,3.37264985165387,18.6600168575357,1
18.8529146634615,19.0674328926282,4.05011287290434,42.5718034732257,43.6511911697985,12.9713160923838,1.91408560881353,1.98565283802286,4.59588401167898,1.89869918785342,2.2271676270769,25.6427812872731,1
19.1334153876972,17.6650120962771,4.96596477440828,48.9251188264936,45.3930453277065,14.8975567398791,2.32920827692154,2.3371161406088,3.75965162099241,3.86470386048398,3.82614129521838,16.334503334927,1
21.2753944773176,18.9698055350099,8.27151904585799,49.7160788886264,44.5877336438313,20.4288800925792,2.05355912082384,2.08711216085338,2.62463451428195,2.56952079005649,2.73227325815175,6.87422877789344,1
18.5281065088757,17.4836603950937,8.70545179980276,44.5305366666158,42.1808190019743,21.8929014913922,2.13110683130713,2.15102349429055,2.57314586493472,2.88451849173284,2.97596005811363,6.12007457015533,1
15.0595741648176,13.8251201923077,7.60380647497535,39.7878571940586,36.849179500346,20.795804071336,2.45030838018751,2.51507009365623,2.85683272568416,4.51187087194707,4.92000945161446,8.01127619902823,1
16.9755320050542,16.394937669502,8.22478272928994,42.9430919265666,41.5553802465227,21.489719283546,2.26126586987427,2.27558093358238,2.65761384870757,3.39365798368431,3.47959164842738,6.64770914974504,1
13.8951283592209,13.7309387327416,7.65924902921598,37.2731760413594,37.0964059170856,21.05876467055,2.38158274200182,2.43177053099207,2.67945275444796,3.8677886257596,4.16691717281922,6.42341516000662,1
13.5134677021696,13.3699457593688,7.41394115199704,35.7596370873576,35.5196905364752,20.4412219647736,2.37721047409342,2.39911837051828,2.80074845582494,3.97503182106715,4.07800988722878,7.43826509473617,1
17.4537683370316,17.0973962185651,8.66663392196746,42.3277193536566,41.6843154535702,21.9442621055079,2.14628485558445,2.17294637891842,2.58804228592698,2.99901881726762,3.10441928705346,6.33620612566144,1
19.117826984714,18.3592420950444,4.64222563794379,44.3206328769409,43.2148164311692,15.5209644378158,2.12515800624204,2.1898093500894,4.2197428340724,3.19016895929024,3.45056753895306,19.4382491729487,1
17.501063239645,16.9764084072978,8.66730807753945,40.7734126095619,39.9923786927991,21.3923263995539,2.03544430385923,2.09760471168091,2.58841994690709,2.48163276483877,2.7793340457915,6.56435592388204,1
13.5064930812377,13.0666239059418,4.10224628636588,34.4268241706769,33.9068581152382,13.2332204158237,2.37543498754254,2.46422435172308,4.53358037304177,4.13040053591018,4.59831051571834,24.3837772332846,1
16.7779254499507,16.0925461507643,4.51810204018738,40.7706011968629,39.3057857971,13.9758836618037,2.24894986364414,2.24608842676646,4.27653019238366,3.75119268412832,3.60118062060629,21.8013545405469,1
13.1745350252712,12.1580143614398,4.51150879869329,34.7242696266846,32.8390450745162,14.1982744716256,2.50814971518017,2.6385327833582,4.2879161442253,4.94796528103812,5.685067417311,22.406988403443,1
16.7290992511095,15.7540815304487,5.10864883814103,42.3466430162407,40.3539053967814,15.3502457159745,2.31013502233037,2.37035099953971,3.74086473292363,3.80470693734787,4.11008462471767,16.1757830178857,1
16.3504973341963,14.2862310465976,3.42781527366864,40.4091088738792,36.3837670696052,11.4290095240505,2.24239438547097,2.4023467298867,5.10946875929503,3.43169406844531,4.3087990098536,34.8063833751254,1
17.5116012543146,15.3946487456854,3.68948394354043,44.459456277856,39.9017871392327,12.6993689767203,2.31395687120744,2.43359835013683,4.75344010552064,3.79443521526855,4.46189980849409,26.9629407565806,1
15.9152162691075,13.9241536458333,3.45215421597633,40.8629056345223,36.4055736629417,11.6263235901346,2.31854754139124,2.41525887095547,4.75370878544261,3.7387876317479,4.26789667082805,29.3793106117942,1
14.1048061513807,12.369953464004,2.85729474852071,38.4977557166577,34.4805954379879,10.2489338159785,2.50024666353144,2.63461545830536,5.54350452891473,4.58597813085288,5.43113794697734,42.8772263975682,1
15.1292105830868,13.784075674926,3.50768152120316,40.7890901748903,37.6377125907077,12.2540605633033,2.46348710230928,2.52514025410544,5.04130497426589,4.40501125522411,4.73674525376819,31.1557989772571,1
13.097941321499,12.8113404524162,3.19933239336785,32.5320501140648,32.3525525589869,11.9164029838148,2.25210979623268,2.3426159021316,5.53152516762219,3.51460480216638,3.9879170176772,36.2069864433652,1
17.7447473650148,16.0116532606016,3.41903198964497,43.411869042726,39.8586944190414,11.6976711664557,2.22336938186793,2.31203024107359,4.85287322972126,3.41390935906812,3.87525579112121,29.2673652489494,1
14.2452616494083,12.1070559048324,3.50737333579882,36.9295762389987,32.6180676256407,12.2373252754829,2.47496135843578,2.6757924896858,5.14544320775908,4.77978112412834,5.94734219189071,32.568564745472,1
22.4329330775395,19.8875547029093,3.50031203772189,49.9703294068653,44.9831581472124,12.5920103490836,1.94824047353122,2.02329485545089,4.98696436703224,2.20943763852382,2.55229319133563,28.2610579484764,1
17.4565054086539,15.635387774285,4.04142204450197,41.420844038953,38.123136032152,13.2396598498209,2.17723050001453,2.30142691991166,4.70343140834958,3.1912907225662,3.81024149944081,26.0967111576976,1
16.5159717085799,14.4665541789941,4.21434487487673,42.3386241812495,37.9561861382967,13.5871275362465,2.36644178173391,2.47896299187646,4.31477047838999,4.0921989413343,4.68837896554592,21.980979439808,1
15.8563701923077,14.2636140902367,3.26108311760355,40.9226259126185,37.3511924072192,11.6239800626963,2.39925173113994,2.45940345081446,5.16250338656683,4.35014081237137,4.6018946923071,32.5275084563773,1
16.5088352903107,14.541015625,3.69765663523176,39.0035980831478,35.1510267764987,12.5555719729651,2.16006287272298,2.25387863718632,4.88769868424372,3.24185879434202,3.66665557341072,28.1558271515074,1
15.1486994575937,14.7970406496548,3.2237002280572,37.7411058746681,37.0527081336388,11.7223837974662,2.33586102289562,2.31848744890068,5.23527252737032,4.21792233094579,3.93260501599089,33.3764269045673,1
17.8762982310158,16.3145590637327,5.00107672275641,44.8843929121062,41.0740155288935,14.4260156192983,2.23449611882116,2.23998081944241,3.4501135750484,3.33096505708577,3.31556143688405,13.7104723334564,1
16.3725268121302,14.4171096831854,3.85096731693787,42.0590547267204,37.2815787442382,12.3354746633342,2.29771850504429,2.33713643591489,4.53870430670415,3.62616754710057,3.83525340005429,25.6326843552212,1
14.2488943848619,15.1684002095661,2.62430658284024,35.151721639253,37.6839355907439,9.8532440626865,2.24424017283537,2.26574438097382,6.00569888200784,3.55231584251776,3.61628915162457,47.2905180922511,1
18.7079076522436,17.1500092455621,4.23325397559172,45.7745652262582,42.1608071117188,12.4505196258006,2.1447106040722,2.16358669954601,4.03587615342119,2.88415270278279,2.94562225776996,21.4466970921894,1
18.1346250154093,16.1251579450197,4.40835143922584,45.7513067727877,40.9461006567295,13.2162316937386,2.25921576833295,2.28883496253285,3.78049212292014,3.44583582015262,3.57143161605348,16.9702326576845,1
17.7149535410503,16.3752985546105,3.88373705621302,43.2973815083616,40.2912706298328,12.1184647374917,2.15549431028973,2.18888581616379,4.72052553593352,2.97952664465224,3.13230712069234,29.3676415834202,1
18.9008625339004,16.7829604289941,4.89044971955128,47.2287309193236,42.2850522624914,14.4487908020875,2.2064496532772,2.25076776909239,3.68052238990192,3.13414869636077,3.34946058606578,15.6628134942223,1
14.5044706145217,13.0701872996795,3.6538673415927,36.4686436963128,33.521954564861,11.8083534949231,2.32030459937797,2.42817229342852,4.64020324478205,3.88740140948144,4.46040166845378,26.7147452191182,1
17.5606181428748,15.3023703309911,4.09391757581361,43.896510376921,38.7791842237373,13.4170194246999,2.29697849300066,2.35715106687834,4.6201096246208,3.79409434289412,4.04672703099564,25.3952054330603,1
18.2156951121795,16.1515270586785,4.08232980461045,43.6189139740648,39.2272925257352,12.8169370997993,2.1274436368903,2.18886203701163,4.3943006627437,2.89193084380931,3.15338232076716,23.3146132018106,1
18.7368308524408,16.1304914786736,5.07030864768245,46.6360879538549,40.7788787594989,15.1304303213377,2.28439661425171,2.35484431748495,3.78823482980432,3.71650424118702,4.04703594495313,16.4500211674386,1
17.920596030572,16.3834211661736,4.36815443170611,43.8345611065191,40.3946504860336,13.7821996934222,2.21864615006224,2.2523465905528,4.21212858239987,3.45138947262935,3.56828177955249,20.3928738453163,1
16.8149327385355,14.6552926990878,4.03963264299803,41.9415091018935,37.0088269449874,13.1163641900767,2.33389867605369,2.38589024868486,4.42390716203566,4.13465474367169,4.33942314118093,23.3795123757212,1
14.8917845475838,14.6170969705375,3.25125970784024,38.927929499807,38.6058159636424,11.8211346920292,2.52415682561967,2.56304972284544,5.27960150781156,5.21936830168582,5.36065529931813,34.208386345621,1
17.7379210583087,15.6513768182939,4.10826938486193,45.2799456647162,40.4364529490599,13.3332455612064,2.32226760782645,2.38819111872237,4.44933076648554,3.82625758195613,4.17414816458164,23.9505604262083,1
16.3498000647189,13.8829011033038,4.06539116432446,43.553576600376,37.6279438512412,13.920572209618,2.48842763895112,2.59253279412648,4.42369159746569,4.76187011949882,5.3876568755261,22.1394969052131,1
12.90163492357,11.2540680473373,3.65845930411736,34.9674861606581,30.9848737079886,12.4419773315641,2.52865286540546,2.62685844533412,4.67961898790609,4.9110691304202,5.50561669631665,26.5914515718696,1
17.1050950751972,14.4400791266026,3.18038862179487,43.6532788504652,37.5743259947709,11.4081012625903,2.30499059772551,2.41418270739676,5.38825099300777,3.7064916400907,4.29963319119567,36.3930119335517,1
14.2120431151381,12.8489737426036,3.88798038399901,37.9296149404322,34.7339204847818,12.9054275944922,2.46019198978272,2.53448983488606,4.51335118801594,4.54009494342798,4.96522642715836,24.8971616700401,1
15.1252426960059,12.1012832069773,3.76403014053254,40.5773640281435,32.8829307521197,12.307875552996,2.46667873829354,2.53501231868452,4.72919255026744,4.49442482013676,4.8775451833447,29.4023861509434,1
19.3039863782051,16.9681066629684,4.62904878574951,47.9712568946611,42.611013496833,14.7169800187886,2.25674069696038,2.31848318898361,4.13202962338105,3.55686821587151,3.89113970939739,19.1735608305342,1
18.7063282020464,15.3021796412722,3.98497788769724,46.897167061581,39.0270982936446,13.3257982747653,2.30709710769006,2.41485699852471,4.50309209992405,3.84554279400156,4.47711056154292,23.7964139363793,1
20.041422044502,17.0791015625,4.26846608419625,47.904953658132,41.4836548448111,13.5345803744228,2.1222384279551,2.20398993805644,4.32874250621552,2.83991468887883,3.24890508304263,21.992227664712,1
18.1122141580375,16.1746563732742,4.09083186945266,46.2240188080051,41.7067797434386,12.876682615386,2.31469291964775,2.37416389625709,4.29139888164732,3.77138012095207,4.09400248474855,22.6490188251772,1
16.7845090606509,16.1721908900395,4.42156681459566,42.4389920117787,41.4317673275849,14.5009286577992,2.25546313783528,2.33414279077427,4.11165215777072,3.41613435757756,3.84882225580854,18.6943547459643,1
17.1644092085799,14.5531330898669,4.19373882827909,45.0975905930492,38.6181721503808,13.2244343371464,2.41335947895159,2.46697193457422,4.1806861138039,4.29430274403666,4.58714908964131,21.3720408561143,1
18.6645787105523,17.553036781928,3.57563832901874,45.4087883064416,42.9885773833204,11.6715805087075,2.15751136485703,2.17656417532921,4.92077735453096,3.02887428098317,3.0562453444617,30.9477997394988,1
18.3779547275641,15.987728442431,4.04006795488166,46.7625913649678,41.0865096022926,12.8653647409995,2.27927642852209,2.32465747418432,4.25206031193639,3.52347187029135,3.72743012594897,21.7964654217818,1
16.3518937993097,14.5696152305227,4.18846500554734,40.6486052129431,36.4697387406112,13.9420777115159,2.32319515489612,2.3542484588838,4.24842918991312,4.08015990457511,4.23208775128881,20.561411960778,1
17.0374445266272,14.5489167283038,3.47077631903353,43.4068006716483,37.4574089296823,11.7237958908423,2.28137454730576,2.34214531273794,5.03129080145739,3.51339773236549,3.85144357456828,31.7916255435483,1
23.0452165772929,21.2308559079142,4.84026750493097,50.6042229280604,46.7438064274169,13.8660636119243,1.85778859690748,1.86391688373871,3.83044061659495,1.73177640386192,1.7337949435059,17.7353884350811,1
20.1513459997535,17.2517142813116,4.73835829635109,49.1654449994418,42.3627047885309,13.7923050638369,2.16023677056787,2.19769970542174,3.68985391551625,2.99189802113786,3.18268114162798,16.5066760392413,1
22.5609995223126,18.5870315581854,4.84085113104043,52.5687153438076,44.1762127296786,14.0132989915046,2.04365391996406,2.16396170385096,3.91446077519566,2.52291503638005,3.16849670917143,18.6938215576941,1
19.0729494113659,16.0924132458087,4.79470614521696,48.0075260797945,40.9775412783337,14.7055865187254,2.25927657403401,2.31722902682226,3.86766070679127,3.47048383973426,3.74881997501148,16.85697282992,1
21.0632974297337,18.9304849297337,5.32763190335306,49.3739545366534,44.7313552290465,15.1464478131302,2.04296762104117,2.08574780162268,3.667928618161,2.46725759736723,2.67831892603226,16.0985622928574,1
24.0878058740138,21.7505219890286,5.46650024654832,54.4491947740954,49.7775626535251,15.6808970194726,1.96761159811304,2.03307297129926,3.65607217907214,2.16022215194519,2.48222626626887,15.2109288954439,1
19.6887712647929,18.7033060589251,3.65261148607002,47.378410401286,45.5885924725951,12.9103977806127,2.14946069715005,2.21049612794868,4.8577097608027,3.03194887788137,3.32168594789754,27.5923941113319,1
19.292986085429,17.7997815735947,4.5916620438856,46.8078261531151,43.8583548943438,14.6410117387396,2.16971967473338,2.24702345456207,3.9730833895054,3.07792511024369,3.47185491404324,17.4255241047721,1
15.4196637697239,12.9102795241617,3.91926120253945,36.1757902892956,31.4257444446613,13.2980064320735,2.16748326761848,2.35942378466742,4.72253016056845,3.25567377779318,4.29428991632743,25.7081355910298,1
21.0548666327663,20.3038168762327,4.93997318786982,50.3210561478756,49.1069320008262,14.8869003463568,2.11539811985838,2.16900141178093,4.06086554306384,2.75760613763292,3.00863502354134,19.6484087997846,1
18.6877407698471,16.0052680442554,5.19773753390039,46.1375015525101,40.0865599060598,15.7098369606463,2.28006589213999,2.35690188234084,3.76903064380411,3.77977974208772,4.17461851273853,16.0560578083885,1
19.0984363443047,17.8603920118343,4.82017574272683,44.9851717075712,42.5653681367933,14.2470588769464,2.10006159983753,2.15828828254919,3.96574903900747,2.83449608688407,3.1028248207229,19.115200326187,1
22.3780529616617,19.0114279000247,4.14947762573965,52.3721767803148,45.1107061544576,12.8565908586016,2.01786597760686,2.0940648689054,4.42352489513261,2.30463499112724,2.68884172218114,23.9169048841911,1
17.8447111532298,16.563407220784,5.21592239891519,44.0655558573971,41.191604009006,15.3051679037354,2.25214966881239,2.28493361539409,3.75811207081235,3.51092183621037,3.6667635430229,16.3934187038475,1
19.7922021388067,16.7548096184665,4.37549887512327,49.0464891845451,42.1616985324001,14.2882511478534,2.26507007484201,2.3586012703554,4.22012378365139,3.6129119916188,4.14925964186207,20.14833961831,1
20.5212147127712,16.1346481293146,4.24526742788462,50.5752980237989,40.826536739165,13.389327546504,2.21798637107526,2.37477594881151,4.24257492160177,3.27495217566394,4.16301403050465,21.4356696343472,1
22.8115253636588,19.8158110669379,4.73988188794379,52.725651417154,46.4618308558779,15.1761641440882,2.00126128230107,2.0838928827344,3.92101247969527,2.27761307917058,2.70365710858753,16.486364034491,1
18.1450089373767,14.1041069557446,3.75626964681953,43.7693005897447,35.3643293528758,11.8540461616857,2.19809167305342,2.41585283234751,4.73581933875903,3.25417877066854,4.47750294883866,29.6586779144278,1
15.580276519354,12.2056020401874,2.89934279462525,43.0977822199338,34.6479370182853,10.0918528934,2.53007931515907,2.69715293259997,5.11021099998109,4.68337320651169,5.74618771254285,34.8845529636758,1
17.2348989151874,13.3788580960306,3.89287667961045,44.8395822936567,35.7395193254464,12.4714273213169,2.37977446548387,2.54082128965829,4.30352983035045,4.04129334517349,5.01423996104385,23.6499311915874,1
15.2536577755178,11.9189395340237,3.69804764546351,39.0647364387866,31.9816356278777,12.2301829596102,2.49572484356552,2.75590688103726,4.85615397029881,4.97579032081001,6.56099949759775,29.4383702019947,1
20.0742996486686,16.9859294101331,4.62480738412229,50.0167977124029,43.0843010413484,14.4310878514387,2.26664464401223,2.37204497243106,4.03956202069845,3.55679782799647,4.16539317306888,19.3543712377714,1
16.155506502712,13.5263517782298,3.91986409023669,41.4151489808746,35.7997634787931,12.9814958564442,2.43196014856004,2.59757530521053,4.69067557598172,4.44285651884032,5.39713948890561,26.1929021922169,1
23.9124426004684,19.7635197084566,4.26644554363905,54.3651462232353,45.6638336548686,14.0018275706735,1.99873032860072,2.08711428095819,4.55346291911409,2.35122218798383,2.79636738807737,24.1242716472466,1
16.5590444711539,13.9552861501479,3.80224513067061,45.5316099441281,38.9246861348779,12.8688273995868,2.54513491940446,2.62164303011402,4.66302164086978,4.84114711807875,5.29818734582456,26.2461021747803,1
16.9089331391765,14.3821537536982,3.60512589373767,42.7610113316048,37.1987336536019,12.2691119609277,2.35138310978429,2.48117256304576,4.74978908482441,4.04793763628557,4.78738344553672,27.0973053101483,1
21.1489228920118,16.740217039571,4.13252550234221,51.9206311723234,41.8547093504705,13.8927755515012,2.21451363877141,2.31619774127545,4.56791125628289,3.29327102537549,3.82802417169496,24.1664771908391,1
20.1330879407051,17.5020089836045,4.72293939534024,49.1286851336052,43.369224734047,15.3541425173041,2.24786466990621,2.32775605090949,4.17216103155578,3.62211062807734,4.0463476851091,19.3926012686733,1
19.0311613966963,15.1698140101085,4.70466207470414,48.0882306388143,38.8445494851395,14.1480357912769,2.27517018647044,2.36111319135601,3.86120853297219,3.56171229491534,4.06459293099698,17.7208632075881,1
18.6129769169132,15.7658676960059,4.89032066691322,48.8054592403606,41.8242157216267,14.9026502983463,2.38119659249794,2.46104325104243,3.8540040172038,4.03644146549724,4.52662324684902,17.2191858716952,1
21.4465895432692,17.5296108388807,5.01249691814596,52.7081286085652,43.5808189155798,14.7550694917284,2.15055711932599,2.21573401454202,3.69733056560505,2.86435345281484,3.20357419250777,15.7409209998535,1
19.7677129561144,16.9104625092456,4.38480414817554,49.152081152503,42.4410603871958,12.9810902290621,2.18213467776042,2.23551172261865,4.02685258704473,3.00725944644423,3.28121455893945,20.5899138023375,1
20.8309891981016,16.6415187376726,4.40864614151874,49.6214606933141,40.0950712921701,13.2183204473515,2.07919682851473,2.14728173329107,4.17304297905562,2.59258787480192,2.95736787358734,21.6863934701922,1
17.5751356015779,15.4348149346647,4.74450081669132,42.9131099799178,38.1057473437887,14.9764533477807,2.22679875513465,2.29629045070178,3.92170798536941,3.49160441481783,3.89082913021019,17.0469749072327,1
19.744391025641,16.7683697762574,5.11321768676036,48.7778826801916,41.9217555749979,15.155815813134,2.21130539247978,2.28528489988391,3.80410166792251,3.24941520151499,3.66594365902215,16.9717655929358,1
17.7425534701677,13.7080694495809,4.77582786304241,46.4694554679621,36.5883676162231,15.0713509635074,2.42145879463057,2.5489637898683,3.90506163120619,4.35412845438239,5.16037145791956,16.8719037242856,1
15.5775856755424,13.2878547984468,4.78075112487673,40.2562428269252,34.8740809696161,14.8353047161947,2.36571796262002,2.48352575656265,3.90523321944902,4.0207306029979,4.78378669759632,17.6699665753608,1
