lbp1,lbp2,lbp3,lbp4,lbp5,lbp6,lbp7,lbp8,lbp9,lbp10,lbp11,lbp12,Class
47269,9750,11903,5407,8733,2797,7948,3104,6389,5057,6976,9365,1
47098,9933,11964,5347,8625,2853,8250,3162,6302,5305,6823,9207,1
44884,9757,11502,4889,8474,2500,8308,2593,6201,4543,6447,8919,1
46613,9595,11635,4956,8757,2605,8258,2809,6326,5075,7005,9505,1
46903,9631,11971,5224,9069,2794,8589,2973,6655,5037,6512,8393,1
46779,9818,12014,5225,8899,2739,8291,2946,6547,4961,6440,8367,1
45658,9942,11953,5304,8846,2783,8296,2962,6373,4915,6794,9494,1
43689,9534,11495,5378,9083,3006,8867,3568,7346,5739,7907,10770,1
46945,9933,11683,5393,8940,2918,8300,3096,6601,5061,6662,9359,1
44749,9687,11594,5160,8835,2698,8540,3070,6789,5267,7149,9371,1
45273,9761,11375,5214,8794,2696,8378,2964,6484,5024,6859,9414,1
45121,9834,11506,5107,8640,2648,8230,2776,6536,4935,6730,9128,1
45193,9673,11539,5137,8708,2628,8461,2864,6739,5081,6939,9798,1
47963,9839,11989,5709,8951,3222,8304,3479,6426,5360,6754,9215,1
46518,9678,11588,5209,8931,2675,8426,2988,6637,5143,6943,9497,1
46066,10020,11717,5375,8849,2879,8578,3192,6736,5258,6903,9075,1
43324,9498,11195,4992,9039,2497,8867,2718,7035,4824,6804,9131,1
42898,9348,11595,5084,9171,2667,9091,2913,6955,5542,7320,10058,1
32078,7343,9115,4393,9024,2766,10397,3464,8954,6789,9801,13563,1
40872,9152,11178,4976,8981,2787,9247,3271,7586,5774,7985,11357,1
41642,9488,10987,4918,8974,2649,8794,2959,7056,5310,7387,10477,1
29363,7368,8580,3654,8313,2233,10174,3220,9247,6887,10261,14600,1
42290,9670,10988,5045,8862,2728,8832,3077,7088,5467,7843,10515,1
47955,10139,12107,5410,8760,2901,7898,2813,6333,4940,6446,8956,1
46330,9841,12003,5442,8984,2714,8351,2858,6329,4671,6481,8799,1
44338,9664,11523,5322,8983,3009,8621,3164,6764,5410,7330,9939,1
45912,9937,11944,5312,8839,2708,8491,2941,6272,4948,6706,8883,1
43671,9359,11358,5425,9455,3086,9596,3281,7592,5691,7542,10035,1
31813,7796,9026,3867,8347,2012,9942,2607,8418,5717,8691,11921,1
38306,8711,10831,5448,9778,3150,10014,3926,8589,6725,8729,11846,1
43641,9736,11567,5564,9655,3161,9452,3380,7305,5700,7331,10075,1
42876,9592,11473,5346,9388,2797,9309,3176,7430,5442,7280,10027,1
44207,9498,11528,5450,9376,3032,9241,3225,7350,5314,7330,9669,1
43328,9385,11471,5474,9531,2888,9463,3221,7512,5371,7407,10341,1
45560,9732,12048,5676,9497,3300,8989,3596,7048,5706,7218,9872,1
39996,9087,11129,5214,9462,2904,9742,3301,7944,5851,8273,11438,1
45050,9735,12076,5710,9555,3205,9041,3523,6985,5670,7240,9841,1
42992,9418,11682,5518,9729,3088,9594,3347,7484,5512,7406,10160,1
35506,8644,10265,4680,9542,2617,10649,3263,8658,6108,8679,11973,1
43838,9686,11676,5495,9485,3061,9346,3241,7208,5500,7467,9855,1
38455,8702,10587,5496,9897,3404,10538,4089,8842,6683,8634,11559,1
46435,9797,12338,5895,9887,3378,9468,3505,7071,5580,7364,9695,1
48369,9928,12395,5967,9407,3464,8792,3517,6673,5472,7033,9248,1
49047,9649,12644,6220,9767,3457,8705,3714,6583,5475,6947,9208,1
45429,9479,12114,5790,9684,3192,9525,3575,7311,5650,7516,10238,1
49217,9833,12541,6251,9877,3349,8608,3674,6613,5472,6844,9233,1
48037,9745,12443,5877,9764,3290,9021,3421,7030,5535,6850,9046,1
48323,10175,12612,6197,9710,3374,8718,3770,6640,5571,7265,9328,1
46440,9808,12360,5949,9799,3388,8969,3654,6983,5774,7346,9587,1
48345,9768,12048,6038,9470,3420,8944,3736,6823,5768,7370,9618,1
47617,9719,12402,6232,9761,3500,8977,3835,7181,5833,7485,9663,1
36253,8146,10091,5274,9758,3152,10567,3931,9054,6928,9116,12473,1
45280,9541,11941,5863,9889,3278,9542,3480,7314,5661,7263,9544,1
48585,9635,12483,6278,9824,3712,8926,3861,6977,5867,7228,9211,1
45455,9656,12174,5737,9468,3171,9209,3612,7356,5836,7506,9729,1
45169,9496,11924,5810,9625,3347,9307,3675,7331,5873,7971,10780,1
44308,9431,11842,5759,9587,3181,9375,3588,7365,5925,7971,10334,1
48451,9566,12681,6144,9332,3790,8537,4008,7032,6172,7450,10290,1
48249,9817,12807,6004,9275,3302,8325,3383,6704,5679,7145,9519,1
49887,9684,12305,6038,9211,3456,8315,3605,6652,5379,6908,9375,1
46336,9578,11746,5406,9305,2952,8816,3289,6770,5452,7195,10015,1
50481,9728,12721,6281,9233,3563,8118,3686,6358,5591,6895,9634,1
47994,9653,11927,5684,8837,3153,8332,3449,6548,5595,7391,9821,1
44177,9460,11526,5404,9002,3112,8778,3450,7253,5787,7838,10390,1
43523,9430,11455,5468,9056,3197,8797,3628,7500,6165,8290,11194,1
46411,9725,11787,6080,9187,3364,8542,3640,6815,5602,7538,10207,1
37205,8650,10333,4427,8617,2482,9309,3071,7898,6054,8991,12227,1
48761,10336,12426,5748,9185,3202,8080,3416,6253,4929,6657,9033,1
47971,10032,11924,5642,8968,3215,8251,3417,6452,5369,7025,9195,1
44555,9550,11781,5304,8832,2840,8519,3279,6912,5584,7754,10483,1
48649,10045,12336,5697,8720,3166,7991,3314,6016,5126,6734,9062,1
44670,9707,11419,5350,9144,3017,8556,3278,6751,5412,7157,9478,1
47956,9956,11903,5375,8672,2766,8105,2997,6215,5140,6706,9348,1
46777,9699,11724,5565,8998,3005,8281,3268,6521,5589,7511,10011,1
48227,9998,12236,5815,9068,3343,8107,3502,6439,5389,7053,9511,1
47841,9775,11788,5415,8983,2838,8326,2991,6498,5020,6416,8406,1
46832,9973,12048,5421,8934,3059,8435,3213,6668,5277,6763,9059,1
42835,9475,11314,5364,9065,2843,8987,3282,7214,5494,7445,10166,1
47508,10044,12126,5570,9047,3194,8427,3366,6436,5466,6882,9788,1
43433,9530,11420,5184,9025,2776,8816,3209,7087,5344,7498,9788,1
46875,9743,11834,5657,9000,3127,8507,3633,6699,5541,7609,10189,1
47327,9965,12196,5279,8997,2837,8097,3073,6374,5275,7337,9754,1
47560,9714,12531,6186,9702,3673,9056,3963,7180,6135,7676,10071,1
42669,9371,11590,5591,9685,3278,9671,3641,7845,6064,8392,11123,1
35298,8215,9875,5139,9633,3222,10950,3966,9029,7100,9789,12747,1
51375,9962,12638,5927,9034,3125,7835,3248,6040,4948,6448,8708,1
50270,10150,12522,5802,9020,3091,8117,3223,6159,5226,6678,8735,1
44846,9497,11644,5422,9234,2946,8971,3176,7192,5472,7286,10012,1
49458,9877,12430,5858,9136,3124,8303,3208,6440,5117,6452,8750,1
49558,9922,12382,5952,8900,3301,8011,3618,6578,5635,7198,9595,1
46710,9927,12482,5741,9192,3209,8477,3519,6953,5859,7523,10254,1
50012,10387,12698,5949,9173,3022,8050,3260,6124,5090,6538,8764,1
51214,10191,12603,5928,8824,3201,7697,3255,5961,5013,6442,9060,1
50595,9958,12583,5883,9209,3363,7891,3415,6115,5290,6596,9139,1
49268,9875,12182,5959,9255,3401,8307,3532,6578,5499,7117,9553,1
40713,8753,11401,5790,9920,3752,9937,4393,8285,7102,9114,12191,1
49386,10102,12612,5974,9467,3133,8361,3341,6269,5207,6687,9059,1
50760,10099,12611,5908,9003,3284,8094,3311,6338,5104,6505,8762,1
49290,9935,12466,6120,9207,3364,8375,3464,6685,5475,6856,9007,1
50061,9880,12526,5997,9095,3096,8236,3303,6456,5080,6523,8688,1
50487,10005,12434,6063,9028,3419,7912,3668,6432,5524,6996,9415,1
46370,9621,12033,5693,9482,3047,8805,3294,6911,5462,6836,9326,1
36452,8085,10210,5416,9576,3226,10336,4008,8915,7148,10067,13079,1
37097,8787,10245,5017,9154,3158,10158,3566,8499,6153,8512,11599,1
43669,9385,11753,5616,9132,3379,9093,4126,7741,6529,8289,11225,1
43361,9503,11365,5513,9684,3244,9274,3844,7797,6018,7770,10160,1
40954,9274,11132,5056,9059,2926,9312,3514,7936,6048,8140,11078,1
40446,9127,11215,5521,9828,3164,9734,3633,7972,6280,8380,11243,1
44602,9656,11953,5809,9561,3505,9166,3905,7677,6396,8005,10580,1
42492,9219,11391,5463,9412,3352,9420,3920,7894,6570,8629,11646,1
43965,9559,11902,5583,9553,3473,9218,3902,7627,6378,8153,10926,1
45439,9390,11825,5875,9550,3510,9148,3966,7634,6372,8144,10836,1
44895,9169,11972,5876,9508,3457,9200,4029,7690,6862,8972,11958,1
43480,9553,11734,5791,9449,3513,9390,3855,7650,6497,8391,10908,1
43422,9347,11579,5721,9647,3600,9430,3872,7831,6387,8637,11191,1
45958,9935,11940,5326,8650,2931,8251,3442,6845,5652,7294,9619,1
46527,9726,11783,5244,8915,2962,8429,3098,6647,5203,6864,9345,1
46157,9834,11886,5392,9074,2912,8449,3280,6734,5337,6871,9456,1
39209,8955,11113,5517,9815,3443,10103,4152,8322,6815,8943,12004,1
44037,9429,11251,4942,8683,2760,8772,3119,6970,5577,7279,10352,1
46028,9800,11788,5240,8724,2923,8282,3231,6647,5288,7164,9364,1
46442,9717,11936,5594,8771,3043,8632,3448,7002,5650,7303,9510,1
45997,9673,11706,5262,8941,3020,8606,3447,7013,5462,6999,9698,1
45925,9687,11860,5347,8769,2832,8227,3375,6618,5360,7124,10010,1
44478,9454,11453,5375,8649,2872,8405,3114,6771,5398,7418,10042,1
47471,9934,11995,5559,8664,3111,7984,3392,6465,5457,7291,9531,1
42943,9556,11320,5320,9157,3129,9076,3408,7164,5662,7620,10327,1
45864,9727,11603,5168,8626,2569,8220,3009,6371,5120,6812,9192,1
46732,9922,11930,5132,8671,2689,8175,2964,6331,5065,7006,9224,1
40392,8842,11027,5606,10042,3487,10083,3982,8317,6582,8815,11399,1
46060,9771,11921,5548,9340,3059,8742,3269,6741,5310,7004,9729,1
42754,9289,11162,5063,8956,2665,8874,3097,7088,5554,7795,10845,1
42982,9447,11280,4874,8848,2677,8654,2909,6849,5215,7000,9858,1
46538,9771,11781,5117,8868,2901,8352,3108,6485,5283,7092,9410,1
46809,9682,11640,5551,8934,3054,8527,3369,6720,5633,7299,9923,1
36249,8382,9999,4438,8406,2538,9339,3077,7637,5900,8434,11686,1
46770,9816,11883,5660,8778,3230,8497,3384,6898,5420,7156,9675,1
43777,9565,11514,5358,9224,2977,8941,3402,7204,5674,7394,9865,1
44229,9396,11452,5212,8839,3044,8594,3553,6985,5799,8038,10594,1
42145,9418,11442,5238,8854,2928,8933,3555,7496,5956,7713,10606,1
37386,8560,10467,4995,9105,2961,9510,3604,8123,6512,9495,12346,1
42835,9737,11261,4983,8775,2602,8809,3025,7048,5214,7185,9651,1
47158,9782,11834,5416,8987,3010,8353,3351,6645,5635,7375,9709,1
47188,9936,12159,5501,9142,3098,8496,3194,6400,5152,6760,8556,1
44228,9464,11474,5203,8726,2843,8271,3363,7060,5654,7574,10592,1
45851,9579,11680,5444,8975,2917,8510,3341,6635,5384,7153,9819,1
47294,9773,11901,5587,8893,3045,8284,3306,6579,5566,7321,9724,1
40068,9050,10763,5200,9262,3057,9310,3549,7792,6071,8229,11296,1
41642,9219,11371,5403,9589,3219,9988,3654,7817,6217,8108,11088,1
46684,9800,11665,5657,9398,3277,8792,3509,7070,5795,7339,9626,1
43663,9817,11722,5456,9601,3213,9345,3570,7599,5810,7579,10672,1
44242,9509,11537,5609,8941,3276,8794,3886,7334,6218,8172,10830,1
45386,9557,11834,6014,9687,3425,9390,3871,7607,6074,7793,10155,1
45468,9620,12314,5826,9812,3538,9412,3811,7560,6082,7750,9934,1
47648,9592,12294,6032,9839,3650,8994,3927,7100,6008,7446,9530,1
47360,9866,12477,5973,9718,3425,8874,3752,6984,5642,7206,9230,1
47308,9780,12279,6019,9753,3523,8926,3718,7078,5827,7243,9491,1
44973,9553,12110,5749,9610,3254,9357,3592,7217,5940,7743,10261,1
50256,9867,12594,5865,9043,3261,7919,3483,6428,5479,7003,9694,1
46491,9706,11830,5653,9204,3210,8609,3572,6961,5556,7178,9653,1
46625,9676,11960,5667,8873,3072,8332,3429,6879,5691,7565,10358,1
48629,9915,12355,5754,9379,3413,8311,3598,6565,5537,7103,9468,1
43517,9416,11627,5381,9122,3207,9024,3614,7439,5854,8048,10622,1
48777,10158,12354,5711,9225,3013,8205,3145,6190,5329,6662,8910,1
49384,10104,12484,5798,9175,3007,8099,3164,6083,5025,6435,8893,1
49317,9999,12528,5717,9004,2934,7957,3005,6140,5014,6537,9015,1
47028,10013,12354,5762,9242,2967,8457,3262,6595,5234,6822,9125,1
48971,10128,12268,5742,9175,3164,8441,3277,6532,5163,6537,8686,1
47001,10003,11971,5460,9224,2730,8475,2902,6439,4830,6499,8731,1
46028,9637,11872,5463,9241,2917,8686,2999,6828,5386,7020,9507,1
46525,9605,12273,5452,9136,2878,8588,3105,6713,5379,7017,9141,1
46892,9890,12014,5503,9034,3014,8539,3289,6741,5429,6938,9772,1
46045,9698,12063,5418,9080,2751,8480,3014,6654,5171,6921,9432,1
43525,9603,11602,5299,9223,2834,9182,3254,7253,5465,7377,9402,1
46286,9701,12119,5629,9175,3023,8641,3322,6690,5253,7091,9395,1
48871,9760,12499,5794,9243,3202,8256,3471,6391,5286,6561,8699,1
48755,9636,12211,5855,9238,3048,8323,3142,6300,5218,6617,8895,1
44570,9531,11795,5241,9460,2775,8902,3065,6974,5213,7161,9856,1
47470,9855,12233,5530,9075,3039,8371,3385,6667,5488,7341,9783,1
48877,10015,12250,5662,9170,3152,8090,3290,6401,5191,6802,9469,1
49726,9941,12490,5964,9183,3119,8064,3389,6244,5256,6601,8920,1
46404,9673,11830,5569,9079,2731,8751,3045,6613,5267,7107,9738,1
50412,10167,12645,6014,8944,3130,7910,3296,6066,5336,6748,9114,1
49324,10003,12432,5888,8919,3065,8054,3301,6230,5284,7008,9365,1
43173,9515,11773,5439,9199,3303,8884,3762,7455,6301,8308,10766,1
43511,9345,11240,5340,9465,3081,9395,3488,7488,6079,8058,11065,1
43655,9452,11495,5468,9162,3254,9062,3616,7276,6068,8081,11073,1
44666,9370,11814,5917,9549,3782,9401,4267,7775,6631,8575,11690,1
47829,9795,12307,5898,9562,3175,8773,3459,6869,5350,6988,9314,1
43929,9558,11901,5493,9726,3140,9417,3422,7519,5773,7856,10477,1
47256,9750,12411,5761,9648,3502,8806,3946,6882,5962,7475,10164,1
45547,9681,12233,5681,9599,3044,9065,3431,7187,5495,7271,9761,1
45981,9525,12342,5900,9616,3762,9265,3978,7447,6238,8008,9925,1
45199,9555,12174,5774,9711,3430,9002,3820,7591,6279,7936,10239,1
46438,9535,12073,5790,9472,3435,8888,3732,7235,5971,7563,9752,1
46655,9772,12194,5711,9479,3234,9036,3725,7159,5886,7533,9562,1
43242,9767,11881,5199,10062,3037,9983,3293,7710,5584,7287,9781,1
45483,9463,11930,5691,9761,3444,9092,3995,7476,6169,8015,10281,1
44924,9235,12032,6275,9758,3938,9591,4157,7738,6507,8076,10866,1
43661,9609,11863,5352,9780,2966,9796,3481,7563,5433,7442,9205,1
46823,9728,12603,5891,9786,3224,8998,3599,7004,5597,7434,9592,1
47656,10022,12639,5822,9723,3399,8775,3625,6812,5409,7179,9179,1
46336,9721,12027,5500,9516,3158,9191,3288,6940,5263,7140,9318,1
46501,9500,12488,5867,9763,3287,9118,3439,7158,5627,7500,9679,1
47736,9973,12588,5972,9585,3314,8908,3676,7303,5751,7417,9284,1
46983,9860,12426,5672,9692,3187,8827,3426,7036,5474,7044,9089,1
43271,9684,11485,5083,8934,2853,8951,3239,7144,5493,7319,9830,1
44530,9545,11238,5326,8920,3014,8569,3368,6876,5782,7627,10309,1
42207,9533,11240,5160,8921,2734,8846,3168,6847,5287,7473,10114,1
45715,9436,11565,5272,8865,2813,8722,3285,6720,5368,7305,9783,1
44803,9602,11326,5078,8763,2700,8272,3081,6780,5641,7733,10590,1
44082,9645,11393,5156,8892,2683,8505,3056,6545,5176,6954,9463,1
44407,9656,11736,5382,8973,3098,8770,3407,7156,5633,7359,10243,1
46248,9747,11932,5668,9190,3368,8655,3675,6861,5559,7372,9712,1
45955,9428,11663,5905,9017,3501,8894,3909,7164,6161,7953,10619,1
40586,9465,10951,5009,8872,2773,9120,3309,7659,5765,8169,11135,1
42811,9223,11299,5154,8983,2906,8961,3224,7334,5663,7411,10071,1
40922,9706,11278,5118,9050,2860,9366,3371,7669,5848,7957,10796,1
44608,9573,11411,5263,8926,2929,8631,3416,6953,5758,7803,10518,1
43112,9650,11555,5276,8795,3049,8796,3427,7475,5817,7706,10110,1
46131,9700,11849,5587,8950,3232,8482,3623,6895,5773,7500,9915,1
46487,9654,11749,5497,8849,3067,8561,3382,6759,5637,7581,9835,1
44971,9681,11608,5438,8790,3226,8734,3721,7174,5956,7943,10646,1
36471,8673,10001,4474,8663,2469,9310,3215,7992,5912,8718,12429,1
38321,8979,10760,4952,9148,2887,9392,3145,7704,5533,7813,11259,1
45386,9446,11632,5756,9194,3580,8939,4018,7353,6391,8185,11230,1
43510,9650,11392,5246,8944,2886,8617,3246,7075,5440,7439,9879,1
46176,10046,12136,5690,9122,3259,8566,3426,6712,5310,7095,9636,1
45249,9567,11798,5413,9149,3064,8688,3267,6948,5489,6915,9773,1
47614,9956,12068,5741,9267,3150,8352,3218,6265,4970,6684,9275,1
45091,9792,11454,5196,8976,2640,8665,2792,6693,4792,6604,8942,1
42001,9422,11108,5373,9037,2980,9115,3407,7642,5741,7739,10258,1
45564,9480,11697,5721,8980,3323,8874,4015,7278,6059,7549,9961,1
46131,9876,11726,5445,8979,3176,8799,3386,6732,5280,6942,9170,1
44768,9596,11977,5458,9233,3401,8883,3742,7171,5795,7431,10056,1
34263,8312,9763,4227,8804,2577,9945,3326,8534,6158,8817,11571,1
42960,9560,11532,5452,9232,3212,9203,3423,7319,5844,8030,10696,1
45422,9515,11617,5404,9278,3067,8890,3372,6834,5403,7125,9365,1
42925,9700,11568,5187,8966,2870,8931,3370,7134,5383,7435,9822,1
46569,9838,12207,5671,9058,3297,8300,3660,6766,5537,7588,9757,1
45071,9389,11395,5319,9020,3189,8671,3545,6998,5696,7489,9958,1
45750,9804,11835,5775,9019,3351,8637,3849,6963,5745,7472,9775,1
45364,9964,11711,5489,9294,3175,8630,3446,7024,5590,7276,9825,1
42326,9237,11210,5299,9228,2751,9212,3285,7355,5543,7574,10366,1
49099,10084,12338,5850,9167,3204,8364,3220,6231,4915,6520,8291,1
44044,9746,11608,5611,9419,3158,8820,3479,7096,5496,7260,10052,1
42729,9326,11178,5379,8985,3230,9069,3715,7524,6434,8126,11542,1
45225,9542,11915,5619,8984,3161,8673,3492,6817,5590,7528,9815,1
47268,9859,12110,6006,9588,3588,8843,3868,7067,5698,7181,9761,1
45941,9856,11728,5499,8914,3130,8370,3474,6736,5470,7015,9410,1
46450,9817,11697,5567,9024,3061,8248,3452,6710,5586,7401,10158,1
46434,9853,12088,5681,9315,3342,8821,3582,6708,5410,7066,9411,1
41453,9405,11057,5231,9433,2864,9769,3180,7652,5633,7552,10482,1
42415,9343,11492,5623,10030,3303,9976,3582,8004,5859,7712,9961,1
39020,9147,11123,5287,9623,2964,10374,3400,8461,5942,8205,10580,1
39462,9012,10671,5269,9622,3010,10073,3441,8176,6097,8125,11480,1
40450,9101,11257,5568,9870,3413,10117,3801,8220,6350,8287,11252,1
44349,9521,11710,5711,9546,3380,9074,3804,7258,6067,7949,11470,1
42414,9717,11385,5178,9046,3001,9064,3438,7409,5751,7967,10262,1
44226,9553,11697,5705,9650,3326,9337,3643,7411,5909,7665,10563,1
42388,9197,11285,5746,9772,3697,9662,4103,8140,6570,8569,11542,1
42762,9375,11476,5418,9481,3181,9730,3483,7766,5939,7818,10772,1
45246,9505,11759,5751,9763,3404,9332,3492,7341,5753,7486,10032,1
41801,9163,11424,5307,9730,3026,9794,3453,7867,6249,8437,11359,1
43938,9523,12028,5719,9753,3545,9374,3835,7634,5985,7860,10241,1
43147,9354,11800,5817,10103,3593,10101,3987,8208,6387,8269,10759,1
43997,9418,11833,5790,10048,3287,9809,3710,7654,6072,7631,10401,1
46901,9685,12264,6046,9726,3655,9171,4101,7204,5981,7625,10029,1
43878,9521,11860,5846,9908,3544,9700,3634,7377,5778,7661,10203,1
40311,9146,10860,5171,9467,3066,9512,3469,7966,5725,7746,10112,1
47715,9724,12270,6021,9529,3641,8772,4094,7089,6081,7675,10254,1
46919,9794,11896,5959,9557,3603,8942,3774,7072,5839,7223,9513,1
46293,9820,12016,5867,9350,3390,8880,3796,7408,6103,7332,9908,1
45451,9688,11828,5682,9435,3019,8829,3396,7023,5627,7381,9833,1
49822,10179,12619,6116,9351,3526,8306,3622,6233,5485,6741,9008,1
48260,9673,12082,5863,9434,3537,8616,3852,6836,5876,7261,9702,1
47221,9942,11873,5649,9284,3187,8628,3487,7051,5577,6946,9167,1
45277,9790,11784,5483,9261,3043,8924,3475,6926,5433,7315,9847,1
48243,10165,12447,5899,9253,3062,8398,3288,6466,5092,6555,8982,1
47443,9607,12115,5917,9185,3467,8576,3636,7031,5793,7308,9484,1
42191,9297,11450,5844,9918,3522,10061,4132,8269,6656,8386,11139,1
41857,9442,11319,4934,9247,2506,9229,2844,7348,5110,7181,9582,1
50594,10282,12600,6032,9158,3407,7982,3457,6210,5198,6541,8609,1
44764,9560,11803,5406,9353,2973,8900,3158,7112,5343,7183,9763,1
48677,10000,12267,5656,8999,3169,8469,3418,6531,5341,7160,9595,1
47265,9777,11903,5796,9199,3269,8756,3558,7031,5510,7189,9306,1
44976,9675,11923,5637,9501,3375,9155,3677,7385,5964,7463,9808,1
49454,10058,12315,5957,9018,3238,8355,3529,6359,5304,6606,9088,1
50759,9926,12379,5884,8966,3289,8256,3309,6181,5096,6319,8587,1
46472,9932,12077,5435,9219,3064,8850,3411,6963,5612,7256,9742,1
47928,9771,12188,5695,9192,3290,8499,3670,6739,5671,7198,9854,1
45996,9807,12246,5929,9845,3564,9342,3730,7343,5839,7334,10110,1
48703,10062,12483,5743,9220,3302,8534,3539,6675,5517,6914,9136,1
46612,9777,12270,5828,9306,3461,8947,3848,7053,5863,7387,10207,1
50007,10081,12568,6057,9005,3484,8316,3721,6346,5611,6925,9049,1
44292,9652,12088,5489,9640,3013,9411,3256,7331,5508,7226,9564,1
45699,9448,12060,5452,9916,3279,9399,3597,7501,5977,7495,9758,1
45857,9587,12132,5528,9557,3264,9277,3806,7554,5994,7713,9555,1
45725,9887,12348,5604,9582,3240,8970,3364,7060,5667,7192,9521,1
46333,9505,12192,5598,9510,3349,9219,3628,7234,5928,7898,10339,1
47108,9646,12372,5882,9743,3485,8990,3732,7040,5890,7685,10178,1
46875,9770,12415,5729,9628,3367,8986,3561,6979,5594,7406,10160,1
47100,9713,11901,5502,8846,2985,8411,3170,6481,5144,6897,9468,1
47342,9619,11641,5565,8676,2982,7931,3179,6427,5591,7218,10294,1
48258,10099,12131,5718,8795,3086,7983,3275,6491,5330,6940,9538,1
46452,9731,11758,5410,8486,2761,8116,3195,6517,5419,7216,10437,1
47493,9834,11567,5436,8597,2805,8184,3225,6490,5336,7152,10067,1
44952,9646,11182,5268,8620,2912,8237,3249,6877,5811,7907,10793,1
47648,10168,12193,5792,8971,3177,8224,3253,6521,5354,6977,9661,1
48580,9742,12106,5810,8710,3111,7847,3482,6507,5607,7362,10094,1
46016,9876,11615,5472,8814,2842,8278,3219,6659,5508,7429,10214,1
47420,9853,11810,5585,9000,2794,8216,3218,6458,5261,7063,9515,1
47350,9996,12055,5647,8909,2826,8222,3160,6321,5186,7207,9770,1
46436,9723,11754,5381,8697,2701,8059,3233,6493,5425,7364,10532,1
47706,10068,11930,5605,8602,2791,8051,2961,6293,5054,6941,9393,1
44324,9480,11536,5421,8813,3062,8779,3319,7034,5721,7723,10682,1
46670,9767,12028,5476,8760,3007,8411,3426,6678,5692,7453,10305,1
