Widht,Length,Diameter,Perimeter,Area,AspectRatio,FormFactor,Rectangularity,Narrow Factor,RatioOfDiameter,RatioPLPW,Solidity,Convexity,Class
248,496,295.787117191916,1398.40323400497,68714.5,2,0.44156375249958,1.79013163160614,0.596344994338541,4.72773543107912,1.879574239254,0.709160900145002,0.886920880568756,1
268,519,305.622075449028,1469.07227730751,73360,1.9365671641791,0.42715240910854,1.89601962922574,0.588867197396972,4.80682645436888,1.86667379581641,0.701006693773024,0.88153718849572,1
159,649,286.037998393411,1509.82041025162,64259.5,4.08176100628931,0.354239202934465,1.6058481625285,0.440736515244085,5.27839104850342,1.86858961664804,0.807528699159917,0.941232841336721,1
166,636,290.876802489888,1481.77878057957,66452,3.83132530120482,0.380321763223072,1.58875579365557,0.457353463034414,5.09417996861775,1.84760446456305,0.831871811723469,0.945246426846456,1
211,663,314.907761989873,1646.21232616901,77885.5,3.14218009478673,0.361155953099593,1.79613663647277,0.474973999984726,5.22760161822227,1.88353813062816,0.748643491884982,0.919998825962478,1
286,570,333.877270865929,1605.17278325558,87551.5,1.99300699300699,0.427001971710999,1.86198980028897,0.585749598010401,4.80767312819012,1.87520184959764,0.685627136430023,0.89417667719144,1
227,681,327.497352889498,1643.92805528641,84237.5,3,0.391696525322858,1.83513280902211,0.480906538751098,5.0196682226042,1.8104934529586,0.781993381079915,0.937638121665057,1
254,561,310.41401206492,1525.14840114117,75678.5,2.20866141732284,0.408844511436309,1.88288615657023,0.553322659652263,4.91327176565148,1.87134773146155,0.718704444982597,0.895561047890479,1
258,573,319.428975886638,1475.30777931213,80138,2.22093023255814,0.462682526786774,1.84474281863785,0.55746767170443,4.61857843427362,1.77534028798091,0.489948888508474,1.2205028014577,1
216,597,301.333228756074,1547.40828740597,71315.5,2.76388888888889,0.374269087661807,1.80819036534835,0.504745776810844,5.13520627576913,1.90333122682161,0.709321119349914,0.904462537365687,1
249,582,306.545545326684,1505.22452056408,73804,2.33734939759036,0.409342837043535,1.96355211099669,0.526710558980556,4.91028019656906,1.81134117998084,0.744220753356627,0.918548692938961,1
217,664,316.025747794786,1600.95749235153,78439.5,3.05990783410138,0.384578568712768,1.83693164795798,0.475942391257208,5.06590840627051,1.81720487213568,0.769135354565422,0.936059222144856,1
196,644,306.104956797746,1607.14125907421,73592,3.28571428571429,0.358040676216399,1.71518643330797,0.475318255897122,5.25029478740556,1.91326340365978,0.744858299595142,0.917620061315034,1
192,649,302.20555803014,1526.60720694065,71729,3.38020833333333,0.386767544858256,1.73720531444743,0.465648009291434,5.05155238338931,1.81522854570827,0.831394776037229,0.946682031270764,1
161,605,286.692702332713,1403.49450933933,64554,3.75776397515528,0.411823936913076,1.50889178052483,0.473872235260683,4.89546646259083,1.83223826284508,0.905055659927656,0.946861557992494,1
239,486,289.854011493928,1352.26109981537,65985.5,2.03347280334728,0.453458206482917,1.76029582256708,0.596407431057465,4.66531787104039,1.86518772388327,0.719686104279256,0.89164113986662,1
205,614,312.299192676648,1504.27120137215,76600.5,2.99512195121951,0.425391870546327,1.64320076239711,0.508630606965224,4.81676301651429,1.83671697359237,0.812470168962994,0.930714641120953,1
254,608,317.29632941704,1559.81030488014,79071.5,2.39370078740158,0.408400505701801,1.95306779307336,0.521868962856973,4.91594185078013,1.80952471563822,0.732659093436122,0.923949976893338,1
222,609,308.99360893201,1593.20727443695,74987.5,2.74324324324324,0.371239498727913,1.80294049008168,0.507378668197061,5.15611724120648,1.91721693674723,0.708712951761681,0.901024254916799,1
276,616,342.5369622777,1583.87632286549,92152,2.23188405797102,0.461606691729798,1.84495181873427,0.556066497204059,4.62395740399371,1.77564610186714,0.76617432477936,0.921392000616241,1
263,605,332.710208197836,1647.51593053341,86940.5,2.30038022813688,0.402506364788014,1.830159706926,0.549934228426175,4.95180457328728,1.89805982780347,0.714615672301199,0.893528174256718,1
248,540,306.893204524599,1455.29053449631,73971.5,2.17741935483871,0.438909398111862,1.8104269887727,0.568320749119627,4.74200964061966,1.84681539910699,0.714376080427246,0.906875579918836,1
234,528,302.897829497879,1436.07732963562,72058,2.25641025641026,0.43907268000089,1.71461877931666,0.573670131624771,4.74112783183768,1.88461591815698,0.716813146912972,0.903034350167005,1
255,577,329.633527948385,1542.30272769928,85340,2.26274509803922,0.450840838869635,1.72410358565737,0.571288609962539,4.67884058183783,1.85372924002317,0.730610025983143,0.911241219668809,1
245,549,312.97930882796,1491.4915446043,76934.5,2.24081632653061,0.434599686149185,1.74830537665157,0.570089815715774,4.7654637304607,1.87845282695756,0.717274460537295,0.908109658421005,1
167,630,305.632490418632,1465.23462414742,73365,3.77245508982036,0.429422148546099,1.43406256389286,0.485130937172432,4.79410622260889,1.83843742051119,0.880779874062825,0.953599886932576,1
177,614,299.105627848786,1433.92091608048,70265,3.46892655367232,0.429436065582797,1.54668754002704,0.4871427163661,4.79402853899293,1.81279508986154,0.877002477549161,0.950537718038926,1
212,601,313.9612381717,1480.77372813225,77418,2.83490566037736,0.443684656847063,1.64576713425818,0.522398066841431,4.7164221187153,1.82136989930166,0.829490421291733,0.935816908704421,1
181,628,311.968781996274,1479.76153540611,76438.5,3.46961325966851,0.438670623265217,1.48705168207121,0.496765576427188,4.74330003770629,1.82912427120657,0.870721913712089,0.949345454434019,1
183,631,305.526241070573,1492.9747389555,73314,3.44808743169399,0.413325176727864,1.57504705786071,0.484193725943855,4.88656795476576,1.83412130092813,0.835791969721152,0.943857728549175,1
215,604,312.873519649876,1491.44277441502,76882.5,2.8093023255814,0.434334344461646,1.68907098494456,0.518002515976615,4.76691915661009,1.82105344861418,0.799422911955081,0.933621262013552,1
202,614,306.981353935428,1518.65597701073,74014,3.03960396039604,0.40327837300874,1.67573702272543,0.499969631816658,4.94706260670858,1.86109801104256,0.770044685355792,0.927855521210843,1
244,587,311.240439278929,1496.62148916721,76082,2.40573770491803,0.426842673218807,1.88254777739807,0.530222213422366,4.80857016085228,1.80098855495453,0.75304481231287,0.916670866222266,1
223,578,311.405052665964,1517.20727324486,76162.5,2.59192825112108,0.415777729415857,1.69235516166092,0.538763066896132,4.872134412258,1.89414141478759,0.760715944446387,0.897915344908883,1
260,560,321.506888261791,1507.75857007504,81184,2.15384615384615,0.448762644107052,1.79345683878597,0.574119443324626,4.68966179302301,1.83872996350614,0.724672739526103,0.904114162672973,1
260,534,313.599084526042,1471.08952200413,77239.5,2.05384615384615,0.448508949592697,1.79752587730371,0.587264203232288,4.69098793520861,1.85275758438807,0.720433718083246,0.902576722996661,1
257,545,315.360276857266,1455.775816679,78109.5,2.12062256809339,0.463153254994915,1.79318776845326,0.578642709829845,4.61623077955977,1.81518181630798,0.741731318905676,0.912392372094048,1
255,540,313.16333746661,1460.70474791527,77025,2.11764705882353,0.4536455856536,1.78773125608569,0.579932106419648,4.66435426232169,1.8373644627865,0.727821637634119,0.908592024505205,1
168,639,303.77719217178,1503.09248840809,72477,3.80357142857143,0.403124008345861,1.48118713522911,0.475394666935493,4.94800968322244,1.86256813929131,0.849044668064618,0.948665017864505,1
250,522,304.203364102247,1423.08952558041,72680.5,2.088,0.450986276120511,1.79552975007051,0.582765065329974,4.67808608816728,1.84338021448239,0.724003107972148,0.901151105113905,1
239,506,294.711167355229,1397.77581632137,68215.5,2.11715481171548,0.438750764570183,1.77282289215794,0.582433137065669,4.74286681724745,1.87620914942466,0.708622032929933,0.896462485590716,1
235,547,289.814474564879,1416.29558765888,65967.5,2.32765957446809,0.413268292132948,1.94861105847577,0.529825364835245,4.88690425067719,1.81111967731315,0.758146911615132,0.902944889879998,1
215,561,302.990293003744,1464.82249844074,72102,2.6093023255814,0.422267028473834,1.67283847882167,0.540089648848029,4.83455256575709,1.88765785881539,0.759380084993444,0.902372085762125,1
234,550,291.98650639279,1432.85698771477,66960,2.35042735042735,0.409844977222343,1.92204301075269,0.530884557077799,4.9072712483064,1.82762370881986,0.767581819223935,0.903562987992827,1
195,538,291.592695686366,1386.47221231461,66779.5,2.75897435897436,0.436546677602019,1.57099109756737,0.541993858153097,4.7548249075686,1.89150370029278,0.80335757378903,0.914180974138757,1
256,539,311.659469853254,1444.01845550537,76287,2.10546875,0.459742774975453,1.80874854169125,0.578217940358542,4.63332128552132,1.81637541573003,0.737656887582433,0.910649843844366,1
251,538,310.750173244645,1457.29053425789,75842.5,2.14342629482072,0.448776612753,1.78050565316281,0.577602552499339,4.68958880711744,1.8470095491228,0.720374802910279,0.907046962435223,1
261,560,322.9313935057,1518.10171675682,81905,2.1455938697318,0.446599811977126,1.78450644038826,0.576663202688751,4.70100382708696,1.84908857095837,0.729224167096992,0.899764259641524,1
197,584,303.338878844966,1451.40114486218,72268,2.96446700507614,0.431102932700358,1.59196324791056,0.51941588843316,4.78475146472726,1.85838814963147,0.794188755549694,0.933810419650452,1
180,655,304.259862944214,1538.87423443794,72707.5,3.63888888888889,0.385818296765349,1.62156586321906,0.464518874723991,5.05776285950702,1.8429631550155,0.831831728761591,0.941529653060375,1
201,576,296.190396723699,1429.25900781155,68902,2.86567164179105,0.423857445353633,1.68029955589098,0.514219438756422,4.82547382906823,1.83945818251164,0.784510634421824,0.931465449593187,1
207,596,314.832953640999,1468.87423408032,77848.5,2.8792270531401,0.453409783883405,1.58477041946858,0.528243210807045,4.66556698431022,1.82923316821957,0.826548813505335,0.940787939793426,1
213,590,303.068024571465,1458.71485245228,72139,2.76995305164319,0.426029009061648,1.74205353553556,0.513674617917737,4.81315986572614,1.81658138537021,0.783927843733869,0.932593372590776,1
243,603,314.628656521139,1529.60929679871,77747.5,2.48148148148148,0.417575748230646,1.88467796392167,0.521772233036715,4.8616337548895,1.80804881418287,0.740791028279595,0.919732817349017,1
213,604,303.355668045413,1544.13620579243,72276,2.83568075117371,0.380919110056078,1.78000996181305,0.502244483518895,5.09018412526008,1.89000759582916,0.712598347563741,0.911548344191154,1
225,671,343.202603287362,1633.64378619194,92510.5,2.98222222222222,0.43559828564252,1.63197691072905,0.511479289548975,4.75999823586448,1.82326315423208,0.829073425163331,0.941273366867034,1
191,653,314.403978847011,1555.44277358055,77636.5,3.41884816753927,0.403243835761216,1.60649952019991,0.481476231006142,4.94727445652789,1.84294167485847,0.80830938697318,0.939864568526383,1
228,622,328.251686534522,1556.02856087685,84626,2.7280701754386,0.439216401334917,1.6757970363718,0.527735830441353,4.74035206735549,1.8306218363257,0.797523348191988,0.937264428215735,1
216,626,306.339877659937,1541.42552995682,73705,2.89814814814815,0.389817847507622,1.83455667865138,0.489360826932807,5.0317495121152,1.83067165078007,0.733164229583209,0.928188280985015,1
283,541,325.782236087638,1574.14334881306,83357.5,1.91166077738516,0.422732840401234,1.83670335602675,0.602185279274746,4.83188821992615,1.91036814176342,0.696090220540955,0.868676144501832,1
291,590,339.715222406643,1618.52812623978,90640,2.02749140893471,0.434799723485298,1.89419682259488,0.575788512553633,4.7643673862291,1.83714883795661,0.724769211701536,0.899445342404721,1
192,653,319.831307135532,1560.63159191608,80340,3.40104166666667,0.414515622571087,1.56056758775205,0.489787606639406,4.87954605161511,1.84690129220838,0.842288458110984,0.940722350086701,1
200,669,318.721676729679,1597.09962928295,79783.5,3.345,0.393060073122624,1.67703848540112,0.476415062376202,5.01095390081522,1.83785918214379,0.824265059120706,0.936649704349394,1
261,607,335.078268697939,1645.74132883549,88182.5,2.32567049808429,0.409137342553307,1.79658095427097,0.55202350691588,4.91151316744764,1.89601535580125,0.702881829449579,0.892644496462411,1
280,590,323.803536160202,1614.38598763943,82348,2.10714285714286,0.397052706871321,2.00612036722203,0.548819552813902,4.98569597720733,1.85561607774647,0.692538317599815,0.888527807693352,1
267,545,315.811135423911,1510.98901844025,78333,2.04119850187266,0.431153590923838,1.8576462027498,0.579469973254882,4.78447036521388,1.86082391433528,0.697952910253269,0.902711007685671,1
268,561,326.843552273251,1548.68749880791,83901.5,2.09328358208955,0.439594250806235,1.7919584274417,0.582608827581552,4.73831436488965,1.86813932304935,0.720769207640532,0.901276112140813,1
260,547,325.303122736013,1518.68750047684,83112.5,2.10384615384615,0.452834360305466,1.71117461272372,0.594704063502765,4.66853034703042,1.88189281347811,0.724071089428061,0.898587035891718,1
272,533,316.049920335049,1456.88851380348,78451.5,1.95955882352941,0.464470865092188,1.84796976475912,0.592964203255251,4.60967847186614,1.80979939602917,0.740719933907707,0.903256846675599,1
267,533,313.964279709689,1497.17278325558,77419.5,1.99625468164794,0.43402663227704,1.83818030341193,0.58905118144407,4.76860866032262,1.87146597906947,0.688687553373185,0.892220587301905,1
209,669,315.063387283282,1672.41333568096,77962.5,3.20095693779904,0.350274383401334,1.79343915343915,0.470946767239584,5.30818052234439,1.90479878779153,0.744759102611254,0.913174408333373,1
263,579,329.782204178217,1572.9301429987,85417,2.20152091254753,0.433845710483955,1.78274816488521,0.569572027941653,4.76960285627987,1.86808805581793,0.71458927660144,0.902270918970695,1
218,685,326.023481415122,1647.68541502953,83481,3.14220183486239,0.386410493619165,1.78879026365281,0.475946688197258,5.05388571362303,1.82467930789538,0.776914343148569,0.936603121851867,1
158,638,283.706029297895,1503.29349899292,63216,4.0379746835443,0.351519415668475,1.59459630473298,0.444680296705165,5.29877176989581,1.88855967210166,0.7964370980239,0.937444101859701,1
176,652,301.165224102575,1529.29349935055,71236,3.70454545454546,0.382761020981786,1.61087090796788,0.461909852918059,5.07792194104616,1.84697282530259,0.832176818298638,0.945071379753736,1
228,625,318.255938520328,1648.52098286152,79550.5,2.74122807017544,0.367844120663176,1.79131495088026,0.509209501632524,5.17985929980133,1.93261545470284,0.699400392118937,0.89884483888423,1
247,596,312.623145071024,1547.66816914082,76759.5,2.41295546558705,0.402704330692641,1.91783427458491,0.524535478307088,4.95058729189486,1.83590530147191,0.725820406503681,0.916936117515511,1
265,574,314.158876891802,1565.63368141651,77515.5,2.16603773584906,0.397391071567078,1.96231721397656,0.547315116536241,4.98357295170661,1.86607113398869,0.716048755478987,0.887554958000979,1
268,605,337.893513693552,1572.52098381519,89670.5,2.25746268656716,0.455686913470369,1.80817548692156,0.558501675526532,4.65389514769251,1.80128405935303,0.758957930418664,0.916788809659978,1
235,488,287.024484814051,1352.94738721848,64703.5,2.07659574468085,0.44419720445796,1.77239252899766,0.588164927897646,4.71370025485798,1.87129652450688,0.715066419114559,0.890068603845778,1
248,585,311.011267020232,1505.10676789284,75970,2.35887096774194,0.421422164327506,1.90970119784125,0.531643191487577,4.83939627754684,1.80685086181613,0.753846382837269,0.908619550406745,1
232,587,315.661929176499,1552.62148761749,78259,2.5301724137931,0.407955669957006,1.74017045962765,0.537754564184837,4.91862129737337,1.89575273213369,0.750196514503729,0.893056391309601,1
284,553,319.68497293036,1544.00121057034,80266.5,1.94718309859155,0.423105739938293,1.95663196975077,0.57809217528094,4.82975848510302,1.84468483939108,0.685499436340655,0.896207850623086,1
201,595,305.62311696196,1479.30063939095,73360.5,2.96019900497513,0.421268762323495,1.63023698039136,0.513652297415059,4.84027731310348,1.85841788868209,0.781395125900047,0.931563763132721,1
212,571,295.682712681659,1412.91586256027,68666,2.69339622641509,0.432234085014607,1.76291031951767,0.51783312203443,4.77848653966273,1.80449024592627,0.797852748261459,0.935043835508286,1
204,604,311.017407763882,1492.5727159977,75973,2.96078431372549,0.428546687991286,1.62183933765943,0.514929483052784,4.79900056633109,1.84724346039319,0.786079380845957,0.934883051143256,1
202,583,307.556296696544,1440.38895189762,74291.5,2.88613861386139,0.449976080033786,1.58518807669787,0.52754081766131,4.68333429479029,1.83489038458296,0.820782650006077,0.940035168927508,1
256,622,321.100708646226,1629.73418426514,80979,2.4296875,0.383132261557284,1.96633695155534,0.516239081424801,5.07546118828626,1.8561892759284,0.709166382050811,0.906140646553625,1
239,610,317.459807982715,1554.68036186695,79153,2.55230125523013,0.41152385794419,1.8418758606749,0.520425914725762,4.89725099925594,1.83119006109182,0.733162901418104,0.916337335104968,1
254,535,312.738179422303,1457.47429919243,76816,2.10629921259843,0.454422411629385,1.76903249323058,0.584557344714584,4.66036574710741,1.84724245778508,0.725819329418379,0.903731124929025,1
238,516,298.658327033454,1423.19002830982,70055,2.16806722689076,0.434633519963458,1.75302262508029,0.578795207429175,4.76527824436116,1.88751993144539,0.704860220246809,0.895540050251306,1
227,570,301.757578034177,1482.72199249268,71516.5,2.51101321585903,0.408786605911327,1.80923283438088,0.529399259709082,4.91361974122401,1.8603789115341,0.750778162120171,0.899020282364406,1
247,591,317.972764569349,1548.42047762871,79409,2.39271255060729,0.416199715172521,1.83829288871539,0.538024982350844,4.86966385226683,1.84775713320848,0.749120307915814,0.900406773563002,1
296,582,342.909397735253,1660.79514884949,92352.5,1.96621621621622,0.420752190041833,1.8653745161203,0.589191405043391,4.84324769113421,1.89156622875796,0.686133203564676,0.888556844808328,1
213,548,291.378658625263,1443.58490979672,66681.5,2.57276995305164,0.402096745046893,1.75047052030923,0.531712880703035,4.9543261562381,1.89695783153313,0.761904489856546,0.895799823161345,1
209,565,303.739467590179,1462.02856111527,72459,2.70334928229665,0.42598125291392,1.62968023295933,0.537591978035714,4.81342965639194,1.88892578955461,0.798534273749173,0.905448718300362,1
173,639,312.702553837258,1508.10468327999,76798.5,3.69364161849711,0.424325981482007,1.43944217660501,0.489362369072392,4.82280897541011,1.85727177743841,0.866013385129763,0.947661700164293,1
179,611,298.40455894741,1444.54833519459,69936,3.41340782122905,0.42115939870733,1.56384408602151,0.488387166853372,4.84090571635392,1.82854219644885,0.865244717177216,0.9467568333232,1
204,641,329.901868810131,1556.02856183052,85479,3.1421568627451,0.443643545998712,1.52977924402485,0.514667502043886,4.71664064057201,1.84145391932606,0.828080270863304,0.938864933882252,1
188,576,296.611372105168,1410.2884465456,69098,3.06382978723404,0.436575585432455,1.56716547512229,0.514950298793694,4.75466748471655,1.84592728605445,0.818430013917266,0.936015605646399,1
280,571,333.216883003251,1602.71189272404,87205.5,2.03928571428571,0.426621581562277,1.8333706016249,0.583567220671193,4.80981599215188,1.88332772353001,0.685445806428793,0.891136205854296,1
207,632,317.775494512585,1541.24176585674,79310.5,3.05314009661836,0.419564768906261,1.64951677268458,0.50280932676042,4.85009634937631,1.83699852903068,0.814058875454191,0.930993015006738,1
218,638,330.786426558664,1565.05799782276,85938,2.92660550458716,0.440894045860728,1.61842258372315,0.518474022819223,4.73132472243447,1.82833878250323,0.830696064879704,0.935494983013264,1
174,634,300.73898058032,1485.53613901138,71034.5,3.64367816091954,0.404494619397125,1.55299185606994,0.474351704385362,4.9396195203722,1.83853482550914,0.85088580908688,0.950067910757377,1
193,655,303.289555193745,1538.10468029976,72244.5,3.39378238341969,0.383745120585869,1.74982178574148,0.463037488845412,5.0714066935711,1.81380268903274,0.830043544699381,0.946822424149964,1
