lbp13,lbp14,lbp15,lbp16,lbp17,lbp18,lbp19,lbp20,lbp21,lbp22,lbp23,lbp24,Class
11350,14590,7972,11129,6020,10881,7840,10803,11757,11288,17334,12388,1
10988,15164,7830,11150,5659,11098,7591,10628,11563,10982,17696,12411,1
12155,16096,8619,11600,5762,11244,7740,10833,11876,10947,18105,12057,1
10768,14370,7649,10986,5937,11125,7821,10874,11822,11379,17686,12136,1
12014,16057,8833,12182,6320,11737,8263,11284,12284,11494,18004,11946,1
11416,15950,8859,12370,6069,11959,8113,11507,12374,11285,18780,11984,1
10600,14801,7537,10818,5165,10847,7265,10657,11722,11039,18617,12157,1
10369,14121,7085,10644,5231,11032,7413,11014,11966,11153,18924,12128,1
10293,15196,6736,10850,4115,11809,6956,11078,12118,10813,20198,11475,1
11015,15125,7735,10662,4818,11121,7104,10909,11833,11325,19544,12266,1
7731,13253,6297,11056,5051,11186,7510,10937,12235,11334,19586,12139,1
7882,13778,6260,11112,5011,11540,7479,10887,12243,11129,19753,12028,1
9629,14911,7403,11469,4929,11549,7387,11023,12031,11219,19453,11819,1
12580,16656,8419,12207,5392,12000,7874,11570,12398,11071,19142,11206,1
9439,14241,7377,11263,5223,11017,7468,10739,11692,11020,18625,11989,1
10467,14983,7345,11516,5030,11961,7525,11158,12199,10818,19449,11496,1
10296,14673,7237,11482,4980,11275,7431,10893,12108,11107,19105,11676,1
10470,14960,7177,11303,4641,11344,7280,11028,12261,10739,19396,11606,1
10448,15502,7462,11453,4983,11542,7410,11112,12123,11092,19468,11423,1
9383,14466,7359,11186,5494,10873,7401,10341,11665,10772,18293,12301,1
9895,14468,7361,11439,4961,11232,7344,10807,11959,11040,19098,11940,1
9076,14837,7012,11363,5162,11310,7466,10739,11829,11049,18851,11750,1
8716,15052,6573,12344,4662,12444,7598,11532,12954,10890,20538,11198,1
10994,15954,7948,11905,5152,12199,7707,11404,12502,11077,20179,11150,1
17036,25836,10830,17127,6665,16104,9695,13479,14624,11296,21745,8756,1
11940,17948,8438,13360,5865,13154,8248,11712,12871,11051,19576,10773,1
11221,16681,7684,12798,4981,12463,7728,11431,12710,10784,20223,10608,1
17210,25368,10877,18662,6959,17190,9848,13572,14276,10133,20926,7121,1
11648,16859,8011,12777,5182,12633,7813,11350,12399,10562,19699,10738,1
10155,14293,7185,10433,5043,10584,7295,10357,11725,11125,18705,12366,1
10096,14322,6794,10579,4750,11072,7345,10790,12059,11000,19593,12021,1
12109,16378,7744,11630,5345,11955,7949,11359,12744,11110,19257,11443,1
9887,14551,6975,10913,4849,11184,7418,11047,12003,10990,19393,11793,1
9890,15622,7697,13101,5639,12419,8497,11886,13175,11373,19867,11157,1
13483,22918,8772,16595,5314,16185,9000,13156,14853,10489,22410,7942,1
11012,18563,8816,15237,6931,14476,9635,13174,14217,11491,20476,9983,1
10009,16117,7946,12726,5726,12366,8312,11732,12791,11341,19656,11401,1
10054,16070,7395,12602,5474,12535,8324,12004,12946,11082,19856,10991,1
10262,15740,7547,12190,5422,12185,8200,11667,12940,11402,19421,11480,1
10671,16280,7746,12581,5382,12271,7931,11840,12991,11390,19515,11208,1
10934,15023,7671,11664,5701,11503,7955,11290,12270,11299,19021,11968,1
13101,18092,8776,14207,5919,13757,8821,12601,13548,11230,20306,10295,1
12015,15840,7686,11633,5487,12009,7932,11649,12628,11321,19023,11688,1
11765,16760,7725,12375,5437,12334,8167,11860,13043,11410,19680,11062,1
14490,20797,8703,15450,5879,15713,9524,13452,14444,10985,21174,8874,1
11425,15945,7401,11939,5218,12105,7805,11631,12895,11285,19575,11230,1
10253,18270,8367,14970,6689,14416,9180,12831,14217,11701,20678,10176,1
10702,15002,7503,11400,5607,11470,7974,11386,12368,11465,18572,12434,1
10348,14205,7538,10631,5384,10527,7750,10786,12073,11510,18220,12721,1
10440,14045,7613,10811,5519,10671,7648,10843,11866,11438,18431,12810,1
10700,15114,7875,12421,5875,11992,8203,11773,12506,11432,18997,12142,1
9867,14068,7571,10712,5762,10282,7747,10604,11728,11577,17907,12894,1
9118,13831,7156,11272,5567,11403,7979,11283,12647,11578,18700,12248,1
10566,14249,7395,10929,5781,10804,7842,11028,11870,11433,17954,12723,1
10625,14947,7542,11316,5464,11550,7884,11347,12300,11400,18543,12035,1
11347,14588,7819,11013,5600,10936,7581,10780,11711,11303,18237,12518,1
10099,14635,7950,11368,6136,10939,8092,10838,11794,11456,18146,12741,1
11947,19878,8920,16384,6954,15151,9627,13225,14178,11503,20715,9508,1
10083,15269,7697,12060,5570,12061,8194,11627,12646,11420,19174,11540,1
9834,14088,7687,11409,5905,10880,7821,10590,11575,11320,17903,13114,1
10184,15183,7899,12151,5640,11850,8010,11388,12457,11406,19032,11923,1
11906,16321,8390,12190,6071,11743,8170,11448,12300,11515,18557,11598,1
11085,15886,8351,12446,6046,12038,8237,11407,12509,11233,18706,11401,1
10697,15142,8782,11615,6514,10812,8019,10310,11535,11192,17268,13238,1
9296,13863,7773,11339,6024,10668,7488,10363,11689,11039,18018,12886,1
9531,13801,7717,11251,5864,10495,7712,10387,11679,11190,17882,12938,1
10729,15518,8085,11808,5673,11335,7489,10800,12023,11090,18750,11853,1
10659,14530,8035,10283,5907,9851,7332,9780,11255,11170,17420,13407,1
11147,15143,8033,10683,5645,10689,7501,10233,11561,10892,17915,12280,1
10680,16206,8356,12624,6020,12278,7897,11144,12274,10929,18796,11395,1
11351,16797,9065,12923,6170,12137,7964,11206,12149,10953,18739,11260,1
11598,15864,8363,11121,5386,10928,7201,10606,11500,10746,18009,12076,1
14940,19941,9510,14559,5557,14295,8557,12672,13537,10893,20964,9726,1
10232,13957,6901,10106,4818,10050,6735,10211,11338,11050,18539,12822,1
11016,14473,7486,10583,5436,10922,7334,10520,11583,10920,18574,12308,1
11843,15828,8410,11756,5592,11675,7675,11218,11909,11011,18772,11674,1
10399,14000,7187,10039,4910,10356,7118,10416,11328,11009,18416,12668,1
11135,15281,7195,11190,4888,11669,7459,11090,12284,11071,19516,11300,1
10225,14514,7244,11080,5157,10637,7205,10458,11842,11053,18678,12329,1
11636,15927,8440,11220,5768,11064,7656,10707,11426,11019,18140,12292,1
9959,14613,7653,10736,5402,10594,7202,10203,11271,10851,17942,12387,1
8201,13519,6582,10863,4993,10778,7409,10610,12080,11531,18816,12330,1
9019,14061,7030,11223,5076,11062,7163,10692,11814,10827,19020,12282,1
11363,15974,7734,11899,5100,12077,7696,11429,12502,11050,19752,11123,1
10563,14768,7535,11035,5325,10660,7243,10649,11741,10802,18147,12362,1
11117,15453,7612,11878,5115,11981,7503,11486,12298,10974,19813,11149,1
11107,15085,8038,11276,5822,11128,7697,10919,11875,11191,18225,12246,1
11252,15061,8029,10829,5122,10789,7385,10348,11728,11111,18685,12565,1
10758,14531,8017,11339,6165,11047,7919,10919,11844,11644,17799,12760,1
12220,16839,8870,13222,6205,12896,8331,11903,12791,11332,19077,10929,1
14385,20281,9654,15911,6401,15071,9388,13388,14591,11427,21684,9158,1
9032,13298,7228,9908,5267,9815,6968,9746,11234,11027,17573,13636,1
9361,13339,7500,10119,5336,9897,7159,10167,11397,10991,17994,13334,1
10570,15749,8060,12397,5562,11924,7844,11502,12527,11225,19419,11720,1
9207,13719,7006,10653,5158,10376,7323,10182,11371,11038,18216,13051,1
10353,13898,7919,10895,5701,10379,7145,9951,11198,10958,17852,13095,1
11356,15586,8563,11609,6157,11239,7651,10818,11678,11346,18310,12426,1
10277,13684,7023,9910,5350,10115,7263,10250,11431,11228,17941,13364,1
9948,13353,7208,9525,5053,9591,7037,9844,11012,11136,17745,13501,1
10420,13990,7463,10039,5528,9958,7177,10055,11065,11157,17841,13444,1
10029,13964,7931,10895,5916,10593,7552,10412,11612,11080,17732,12707,1
12602,17756,9468,13825,6680,13364,9111,12173,13197,11810,18886,10926,1
9937,13561,7437,10517,5418,10337,7471,10106,11741,11072,17980,13067,1
8734,13058,7234,10280,5299,10066,7303,10050,11580,11138,17942,13280,1
8810,13434,7433,10645,5614,10362,7358,9957,11361,11198,17851,13533,1
8850,13438,7027,10526,5236,10359,7416,10219,11529,11073,18101,13353,1
9615,13399,7945,10847,5875,10161,7446,9981,11133,10873,16917,13165,1
9423,14235,7334,11311,5477,11382,7823,10913,12516,11333,19273,12216,1
14064,20018,9893,15603,6733,14551,9337,12836,13725,11433,20130,9725,1
12099,19095,8468,14816,5806,14387,8838,12815,13934,11005,20646,9323,1
11239,16365,8991,13063,7267,12564,8541,11424,12436,11389,18567,11591,1
9482,15998,7697,12682,5947,12310,8205,11290,12307,10951,19305,11230,1
10861,16967,8333,13696,6115,13193,8398,11981,13063,11206,19438,10524,1
11802,17184,8600,13786,6350,13631,9055,12554,13574,11629,19784,10624,1
10630,15546,8424,12981,6316,12207,8193,11666,12522,11301,18327,11704,1
11811,17118,9113,13747,6786,12673,8370,11491,12512,10987,18781,11122,1
10803,16208,8769,13413,6562,12375,8341,11481,12411,11263,18284,11684,1
11732,15721,8664,12130,6165,11555,7812,10990,12020,11273,18237,12082,1
13218,17568,9920,12833,6940,12238,8361,11218,12003,11316,17498,11922,1
12530,17169,8884,12875,6383,12378,8397,11583,12075,11080,18185,11176,1
13065,17282,8901,12753,6145,12390,8269,11472,12397,11187,18388,11346,1
9576,14464,7322,11756,5678,11613,7581,11182,11447,11138,18721,11689,1
9653,14702,7526,11423,5253,11221,7494,10841,11747,11015,18923,12007,1
8970,14400,7380,11283,5224,11258,7304,10681,11931,10747,18883,12372,1
12634,18445,9228,14378,7137,14031,9536,13013,13865,11719,19947,10254,1
10436,16289,7781,12670,5485,12445,7691,11313,12327,10955,20159,11136,1
9566,15007,7633,11801,5580,11584,7468,10938,11811,11179,19003,11873,1
9455,15401,7832,12035,5821,11710,7857,10752,11760,11162,18717,12192,1
9539,14496,7568,11483,5335,11544,7725,10771,11934,10863,18639,11940,1
10598,15463,8114,11490,5452,11196,7376,10686,11716,10874,19002,11834,1
11839,16259,8149,11353,4959,11701,7380,11161,11972,10903,19144,11742,1
10939,14702,7573,10614,5307,10645,7347,10710,11454,11147,18606,12246,1
11386,16208,8054,12257,5368,12327,7526,11356,12299,11006,19614,11082,1
10379,14819,7450,10867,4752,11227,7276,11028,11967,10920,19519,11798,1
10608,14684,7347,10619,5010,10955,7122,10605,11614,10648,19264,12088,1
11891,17286,8606,13875,6457,13515,9076,12352,13396,11625,19724,10425,1
10823,15173,7409,11029,5027,11176,7006,10584,11780,10842,19226,12030,1
12284,17519,8562,12754,5480,12579,7953,11577,12934,11179,19888,10821,1
11643,16026,7232,11761,4755,12309,7570,11723,12505,11067,20130,10943,1
11105,15210,7781,10948,5123,11115,7316,10576,11691,11007,18798,12321,1
10783,14942,7475,10938,5304,11016,7436,10557,11593,10850,18720,12356,1
14668,20432,9164,14354,5506,14681,8515,12935,13789,10977,21179,9051,1
9758,15108,7616,11407,5570,11176,7669,10653,11704,10921,18087,12011,1
9660,16120,7688,12513,5619,12218,7848,11264,12343,11097,19321,11369,1
12398,16216,8578,12319,5809,11976,7731,11234,12227,11043,19016,11387,1
10680,16724,8315,13270,6002,12772,8418,11588,12769,10900,19474,10890,1
14235,20189,9432,14630,6301,14225,8619,12248,13033,10624,19699,9853,1
11227,15497,6985,11670,4829,12262,7702,11682,12758,10991,20428,11146,1
11193,14798,8247,11220,5664,11006,7717,10552,11783,11128,18578,12292,1
10250,13821,6754,10344,5016,11110,7335,10913,11877,11105,18974,12305,1
10956,16807,8476,12660,5862,11959,7975,11130,12219,11059,19281,11436,1
9833,14978,7742,11925,5580,11229,7648,11039,12217,11038,18984,11773,1
10086,14230,7612,11132,5582,10721,7189,10271,11387,10757,18341,12352,1
12242,17646,8341,13507,5591,13159,8098,11720,12992,10913,19950,10817,1
11559,17310,8512,13618,5902,12904,8536,12242,13071,11200,19536,10660,1
9876,14463,7573,11973,5777,11457,8007,11039,12404,11283,18654,11768,1
11733,16146,7876,12333,5685,12048,7943,11552,12619,11233,18713,11276,1
12448,16264,8860,12337,6072,12072,8146,11161,12090,11029,18512,11557,1
9948,15051,8068,12623,6289,11750,8430,11583,12425,11541,18382,11917,1
10250,15218,7855,12138,6128,11708,8197,11553,12310,11396,18442,12035,1
9266,13973,7786,11820,6266,11284,8162,11020,12186,11748,18094,12408,1
9457,14079,7554,11197,5876,11194,7799,11102,12120,11572,18300,12437,1
9911,14116,7541,11500,5876,11312,8097,11186,12113,11452,18059,12291,1
11006,15545,8149,12237,5788,11798,7992,11453,12289,11351,18833,11907,1
10058,14233,8069,10754,6050,10192,7469,10048,11363,11046,17383,13369,1
10331,15205,8050,11689,5965,11514,7957,11158,12253,11241,18650,11891,1
11059,15367,8305,11784,5941,11571,7848,11018,11925,10988,18389,12118,1
11069,14534,7773,10583,5439,10454,7483,10204,11548,11029,18195,13181,1
11159,16737,8611,13086,5960,12706,8062,11343,12063,11136,18984,11107,1
10271,13685,6983,10328,5200,10890,7433,10728,11669,11331,18418,12575,1
10300,14009,7199,10132,5075,10186,7246,10331,11343,11069,18110,13032,1
10300,14359,7305,10254,4925,10211,7167,10335,11516,11016,18406,13224,1
9492,14060,7440,11191,5551,11190,7708,10808,11963,11043,18640,12432,1
8984,13325,6930,10825,5504,10378,7550,10436,11924,10962,18392,12963,1
9472,14286,6626,10967,4812,11069,7347,11186,12242,11245,19460,12245,1
9745,14980,7445,11843,5362,11607,7760,11009,12354,11061,19269,12109,1
9577,14520,7214,11492,5442,11534,7721,11100,12316,11205,19191,12190,1
10241,15442,7494,11795,5416,11493,7508,10834,12031,11154,18619,12220,1
10373,14934,7423,11658,5129,11526,7502,11015,12188,11160,19460,12038,1
9927,15331,7007,12273,4784,12394,7355,11498,12402,10776,20036,11216,1
9987,14978,7519,11474,5436,11380,7729,10801,11958,11203,18997,12374,1
9288,13480,7348,10652,5461,10523,7410,10227,11645,11192,17979,13265,1
9345,14333,7400,10483,5217,10526,7204,10417,11573,11282,18491,13125,1
10639,16151,7890,12238,5340,11882,7844,11268,12475,11127,19354,11882,1
10370,14565,7837,11655,5609,11073,7528,10850,11854,11010,18776,12538,1
10627,14879,7672,10709,5419,10511,7462,10512,11616,11203,18224,12768,1
10399,14174,7208,10115,5198,10224,7260,10221,11517,11120,18071,13074,1
10993,15404,7544,11471,5022,11302,7561,11060,12095,11062,19185,12352,1
11054,14152,7687,9964,5222,9914,6880,9850,10814,11053,17577,13519,1
11104,14496,7716,10441,5433,10007,7141,10058,11213,10827,18127,13143,1
11276,16451,8787,13281,6420,12644,8385,11806,12551,11387,19112,11251,1
11428,17056,8771,13091,5895,12315,8109,11351,12530,11061,19068,11186,1
12278,16775,8787,12802,6272,12526,8224,11547,12431,11042,18604,11212,1
12117,17378,9671,13353,7069,12032,8462,11119,12118,11115,17727,11834,1
10756,14550,7356,11165,5437,11256,7627,10987,12174,11331,18808,12614,1
12402,16416,8093,12459,5455,12189,8123,11814,12636,11257,19151,11507,1
11657,15833,7924,11574,5919,11049,7970,10756,11856,11266,17960,12795,1
10789,15119,7653,11933,5645,11556,7844,11191,12360,11389,19151,12122,1
10912,15211,8212,12121,6270,11734,8122,11298,12403,11478,18243,12331,1
10664,15593,8312,12671,6361,12142,8395,11509,12408,11341,18318,12033,1
10271,14846,7992,12349,6110,11789,8093,11098,12067,11405,18643,12442,1
10045,14691,7879,12319,6037,11816,8387,11367,12283,11468,18309,12163,1
9993,15408,6997,12807,5425,12787,8362,12093,13266,11414,19569,11321,1
10601,15457,8424,12993,6774,12153,8436,11399,12304,11285,18287,11909,1
10656,15867,8964,12768,6727,11966,8331,11183,12355,11402,18273,11877,1
10006,15557,7055,12687,5340,12875,8213,12133,13227,11392,19962,11209,1
10374,14674,7410,11698,5480,11197,7578,11017,12115,11369,18615,12679,1
9578,13966,7121,11258,5310,11170,7711,11078,12151,11335,18546,12602,1
10588,15163,6949,11528,5253,11718,7791,11491,12576,11444,19164,12078,1
11006,14868,7262,11277,5262,11245,7640,11060,12030,11404,18744,12138,1
9273,14166,7669,11939,5876,11343,7974,11132,11967,11417,18154,12706,1
9476,14290,7123,11570,5563,11437,7844,11328,12496,11522,19105,12305,1
9912,15601,7719,12668,5703,12604,8084,11494,12652,10880,19628,11204,1
10407,15545,8482,12620,6006,12064,7948,11295,12174,10929,18922,11546,1
11613,16451,8108,12374,5265,12678,7771,11816,12541,11151,20031,10862,1
11389,15773,8037,11754,5583,11884,7663,11293,12006,11158,19112,11679,1
12180,16355,8739,11960,5458,11766,7482,10887,11815,10860,18939,11752,1
11298,15770,7345,11259,4977,11882,7631,11405,12370,11063,19733,11190,1
10288,16018,8125,12544,5764,11875,7701,10890,11971,10784,18827,11608,1
9727,14727,7879,11775,5658,11198,7873,10768,12275,10889,18605,12298,1
11825,15715,8898,11745,6348,11590,8234,10895,11841,11089,17786,11973,1
10785,17212,8384,14235,6039,13657,8340,11755,12723,10836,20014,10508,1
9653,15719,7577,12441,5311,12263,7669,11217,12338,10751,19390,10814,1
11315,16671,8213,13179,5675,12661,8205,11738,12700,10983,19916,10613,1
12594,16752,8674,11851,5843,11794,7756,11234,12107,11113,18919,11477,1
9574,15951,7988,13558,6564,13166,8671,11563,12735,11090,19030,10967,1
11259,15315,8266,11309,5931,11420,7718,11001,11428,10822,18136,11976,1
11241,15389,8041,11430,5630,11446,7689,10964,11756,11152,18381,11818,1
11522,16094,8540,11979,6184,12027,7982,11099,12000,11136,18527,11593,1
14059,20510,9702,15214,6074,14500,8735,12350,13493,10477,20718,9133,1
12639,18788,8160,13901,5247,13826,8313,12198,13538,10992,20917,9309,1
12267,16549,9306,12503,6717,11833,8429,11184,11870,10924,17857,11796,1
11788,16094,8120,12071,5631,12328,7781,11445,12464,10941,19387,11186,1
11120,15525,7363,10808,5170,11070,7444,10603,12118,10972,18828,11988,1
11353,15628,7343,11034,5102,11679,7586,11185,12390,10961,19435,11724,1
10838,14117,7321,10262,4854,10559,7271,10567,11636,11188,18702,12542,1
10344,14939,6485,10788,4368,11714,7015,11130,12345,10889,20277,11171,1
10727,16732,8169,13049,5803,12614,8331,11592,12804,11130,19681,10856,1
9764,15560,8353,12811,6800,12339,8152,11008,12011,10911,18439,11890,1
9797,15137,7481,11151,5193,11211,7540,10657,11698,11062,19125,11788,1
10367,15832,8013,12151,5892,11965,7969,11449,12272,11226,19002,11722,1
15031,21221,9121,15013,5469,15416,8864,13366,14187,10893,21830,8425,1
12010,16810,8297,12581,5486,12186,7699,11495,12271,10945,19222,11161,1
10969,14970,7088,10774,4822,11351,7295,11190,12279,11143,19383,11854,1
11397,16343,7569,12034,5143,12360,7687,11735,12766,10912,20035,10975,1
11133,15404,8081,11100,5783,11242,7756,10969,11853,11208,18243,11918,1
12121,15941,8379,11609,5410,11897,7766,11408,12139,11066,19008,11593,1
11824,15127,8104,11254,5827,11350,7780,11073,11749,11150,18267,11916,1
10759,15186,7677,11581,5272,11687,7476,11063,11944,11022,19172,11963,1
10932,16645,7489,12580,4995,12756,7813,11665,12643,10765,19952,10680,1
10088,13349,6788,9846,4696,10245,6989,10377,11378,11071,18830,12766,1
11635,15905,7556,11330,4972,11711,7633,11299,12356,11059,19225,11478,1
13125,17373,9159,12854,6053,12462,8194,11683,12419,10955,18829,10912,1
11891,15620,7977,11461,5622,11765,8011,11018,11933,11135,18573,11811,1
11196,14381,7469,10618,5574,10570,7570,10459,11611,11113,18534,12517,1
9896,14594,7742,11759,5737,11577,7926,11093,12053,11098,18801,11860,1
10677,15356,8614,11521,5975,11361,7787,10728,11732,11253,18370,12429,1
11457,14867,7513,10630,4941,10924,7300,11088,11788,11302,18899,11975,1
12612,17581,7919,12981,5195,13325,8520,12433,13456,11330,19981,10219,1
9968,16144,7430,13189,5736,13164,8650,11933,13380,11347,19724,10993,1
10754,17781,7720,14106,5358,13854,8550,12633,13826,11335,21110,10427,1
12601,18646,8548,14180,5836,13731,8622,12256,13288,10961,20084,10116,1
11955,17423,8372,13464,5936,13409,8584,12061,13235,11186,20034,10628,1
13093,17729,9069,12111,5933,11700,8082,11213,12174,11238,18469,11635,1
12777,17160,8118,12377,5599,12640,8066,11798,12636,11088,19601,11082,1
11359,16155,7624,12036,5541,11812,7968,11483,12510,11181,18808,11307,1
12854,17247,8994,13659,6848,13229,8880,11850,12986,11227,18731,10705,1
11478,16917,7815,13038,5581,12614,8200,11585,12656,10978,19085,11016,1
10869,15795,7530,12016,5324,11508,7848,11210,12414,11234,19287,11746,1
12752,17897,8749,13154,5912,12819,8441,12225,13296,11478,19671,11047,1
10964,15746,8216,12609,5998,12412,8335,11849,12663,11404,19084,11379,1
10964,15741,8231,13136,6609,12977,8971,12258,13051,11607,19006,11412,1
11849,16327,7863,12032,5460,12129,8059,11574,12583,11511,19044,11519,1
11233,15105,8348,11157,6075,10935,7857,10963,11775,11473,18234,12358,1
12377,16472,7885,11965,5409,11890,8105,11813,12594,11535,19197,11515,1
10158,16645,7654,13810,5620,13473,8263,12148,13093,11163,20370,10423,1
11006,14966,8320,11119,5959,10641,7673,10310,11419,10832,17955,12709,1
9630,14520,7866,11807,6082,11298,7898,10641,11823,10844,18052,12260,1
9905,14990,8126,12068,6391,11780,8291,10863,12197,11138,18049,12262,1
10162,15361,8190,12276,5917,11918,8128,11004,12276,11220,18728,11713,1
10621,13660,7161,9775,5150,9751,6866,9735,10949,10765,17303,13160,1
10618,14333,7867,10791,5710,10467,7439,10346,11731,11047,18120,12550,1
8962,13706,7275,11531,5662,11192,7651,10818,11712,11009,18149,12327,1
11540,15415,7838,11591,5417,11635,7852,11190,12216,11036,18882,11754,1
10442,14055,7067,10227,5291,10826,7627,10663,11801,11358,18266,12643,1
9633,14646,7674,11520,5857,10950,7843,10657,11876,10985,18195,12366,1
10963,16823,8686,13966,7210,13446,9065,12221,13232,11255,18829,11075,1
10089,16053,6881,12692,4829,12952,8167,12152,13332,11258,20920,10690,1
9835,13247,6982,10046,5236,9948,7196,10203,11095,11014,17655,13111,1
11212,15450,7584,11497,5135,11338,7487,11290,12359,11246,19321,11792,1
10149,13990,7560,10888,5726,10697,7433,10315,11567,11041,17900,12729,1
9241,14146,7227,11609,5492,11186,7625,10763,11980,11135,18626,12356,1
9627,15136,7721,12331,5895,11944,7964,11162,12205,11092,18820,11796,1
10186,14116,7394,10049,5233,10236,6951,10304,11235,10864,18086,13279,1
10034,13591,6707,9749,5020,10135,7067,10097,11209,10986,17534,13116,1
10734,14473,7941,11650,5909,11419,7884,11172,11908,11053,18706,12089,1
10445,14280,8419,11614,6406,10953,7743,10545,11711,11032,17891,12632,1
10027,14962,7563,11714,5749,11268,7695,10882,11945,11218,18325,11937,1
9586,13951,7212,10912,5554,10811,7492,10488,11703,11211,17862,12557,1
11178,15324,8040,11094,5580,10761,7458,10399,11647,10997,18077,12831,1
10919,14244,7789,10378,6018,10369,7554,10212,11321,11210,17000,13152,1
10509,15655,7333,12460,5446,12016,8155,11445,12760,11370,19772,11839,1
9980,15398,7582,12378,5726,12246,8223,11378,12826,11331,19214,12091,1
10222,15000,7723,12593,5947,12166,8103,11705,12448,11508,19039,12181,1
9843,14673,7703,12259,5919,12168,8281,11340,12563,11262,19019,12255,1
11001,15414,8337,12373,5973,11822,7921,11148,12124,11241,18428,12317,1
11187,15257,8339,11682,6121,11204,7729,10746,12010,11475,18066,12847,1
11275,15837,7858,11706,5586,11388,7890,10977,12135,11345,18257,12508,1
10191,15340,7625,11305,5347,11220,7355,10789,11899,11177,18450,11833,1
11171,16267,8734,11772,5890,11097,7565,10599,11466,10785,17790,12011,1
10135,14813,8247,11211,5909,10842,7535,10505,11654,11153,18097,12392,1
11767,16261,8916,11853,5750,10988,7520,10686,11553,11069,18274,11988,1
10365,15540,8531,11544,5930,11116,7642,10780,11629,11233,17947,11963,1
11654,16951,9150,12505,6227,11493,7554,10955,11829,10816,18452,11188,1
10065,14654,8028,11041,5492,10741,7232,10463,11520,11158,18637,12256,1
10570,14874,8190,11378,6206,10770,7507,10374,11495,11155,17698,12390,1
10913,15470,8418,11838,5443,11350,7596,10922,11905,11178,18507,11820,1
10600,14468,7427,11070,5241,10936,7350,10788,11804,11103,18643,12222,1
11315,15511,7990,10743,5236,10709,7307,10741,11679,11195,18573,12381,1
10743,15843,8711,12061,5837,11079,7620,10621,11629,11073,18326,12112,1
10754,15287,7241,10677,5128,10642,7206,10364,11698,10980,18326,12161,1
12403,17162,8697,11994,5210,11824,7362,11115,12101,11164,19151,11398,1
11434,15849,8343,11301,5580,11189,7517,10667,11482,10893,18177,12264,1
