lbp15,lbp16,lbp17,lbp18,lbp19,lbp20,lbp21,lbp22,lbp23,lbp24,lbp25,lbp26,Class
8434,12959,7072,12327,8878,11561,12463,11224,17992,11996,10633,3285,1
9426,14727,7249,13661,9228,12245,12847,11520,18752,11109,10348,2689,1
8120,11746,6562,11314,8192,10882,12099,11617,17946,12933,11216,3339,1
7867,11832,6487,11359,8225,10834,12158,11384,18088,13219,11605,3489,1
7829,11498,6244,10876,7962,11013,11793,11623,17777,13209,11715,3545,1
7161,13127,6206,12803,8833,11968,13052,11666,19327,11834,11204,3039,1
7987,14128,6517,13530,8845,12372,13351,11610,19844,11034,10877,2585,1
10547,18117,6821,16151,9547,13236,14328,10796,21419,8501,10874,1421,1
8215,12505,6519,12110,8451,11557,12443,11610,18855,12236,10913,3151,1
7866,13092,5949,13136,8626,12052,13193,11641,19942,11402,11042,2756,1
7831,12381,6552,11802,8410,11540,12309,11612,18470,12635,10905,3059,1
8182,11591,7044,11094,8451,10888,11787,11614,17494,13050,11250,3588,1
6856,11974,6306,11844,8519,11492,13010,11654,18463,12516,11090,3348,1
7311,11286,6538,11168,8315,10785,11830,11555,17796,13463,11363,3605,1
7434,12126,6320,11683,8444,11141,12165,11537,18028,12768,11227,3444,1
7149,11333,6056,11110,8009,10978,12077,11589,18112,13285,11263,3542,1
7668,11902,6482,11746,8361,11088,12051,11591,18320,12669,11282,3297,1
7643,11956,6508,11305,8458,10868,12169,11631,18225,13040,11245,3306,1
7691,12100,6553,11599,8440,11172,12235,11740,18142,12603,11113,3538,1
7345,11176,6144,10627,8076,10487,11585,11723,17716,13703,11416,3753,1
7231,11102,6185,10795,8090,10755,11821,11713,18106,13619,11533,3736,1
7158,13255,6058,13214,8574,12189,13255,11638,20103,11382,11354,2871,1
7676,11480,6947,11026,8164,10603,11786,11341,17221,13281,11199,3649,1
7239,10967,6340,10732,7961,10504,11728,11777,17479,13592,11698,3764,1
7823,12647,7028,12313,8691,11691,12624,11791,18417,12487,11031,3273,1
7863,12189,6671,11784,8344,11168,12359,11372,17839,12664,11183,3305,1
7599,12324,6570,12170,8719,11476,12651,11681,18610,12238,11190,3171,1
7332,11311,6323,10891,8073,10657,11859,11597,17871,13093,11476,3707,1
7924,14076,6557,13134,8871,12170,13132,11631,19433,11330,10929,2685,1
7888,13348,6569,12958,8663,12082,13084,11584,19160,11983,11091,2799,1
7591,12232,6473,11776,8363,11322,12430,11860,18535,12526,11218,3231,1
7385,10701,6274,10454,7880,10364,11528,11549,17514,13957,11429,3785,1
7395,11856,6503,11397,8369,10995,12078,11642,18106,12793,11164,3516,1
7850,11795,6070,11605,8030,11239,12224,11759,18548,12428,11273,3336,1
8294,12282,6981,11705,8387,11465,12164,11652,17988,12811,11053,3349,1
7990,11368,6641,10493,7981,10312,11358,11466,16969,13674,11447,3808,1
7518,11114,6393,10633,8135,10624,11737,11739,17724,13348,11255,3603,1
7232,11199,6547,10781,8011,10680,11488,11643,17404,13680,11522,3835,1
7392,11207,6299,10386,7743,10297,11732,11575,17823,13608,11736,3796,1
8330,12530,6784,11668,8559,11138,12249,11594,18345,12642,10964,3352,1
7257,11772,6133,11620,8313,11204,12498,11612,18658,12765,11544,3304,1
6957,12321,6205,12239,8577,11711,12951,11823,18924,12480,11292,3270,1
7437,10885,6138,10748,8151,10482,11839,11573,17709,13527,11494,3756,1
7548,12384,6496,12180,8722,11920,12822,11873,18713,12298,11158,3044,1
7868,11349,6812,10612,8257,10361,11463,11624,16889,13477,11533,3862,1
7086,10467,6358,10247,7806,10176,11505,11398,17487,13403,11605,4100,1
7176,10673,6087,10341,7856,10443,11558,11720,17499,13714,11546,3914,1
6875,10957,6431,10699,8211,10514,11648,11584,17761,13391,11637,3771,1
6650,10703,5814,10595,7793,10536,11501,11639,18039,13488,11727,3825,1
7023,11328,5983,11397,8184,10890,12134,11682,18694,12956,11677,3501,1
9046,16933,5743,15721,9155,12959,14095,10387,21946,8608,10947,1428,1
7451,11205,6104,10900,7974,10663,11912,11460,18001,13152,11378,3718,1
6815,10490,6042,10548,7972,10718,11750,11628,17445,13658,11757,3953,1
7444,11986,6156,11791,8504,11185,12549,11848,18456,12679,11406,3268,1
7108,12570,6042,12221,8371,12068,12991,11666,19668,11716,11328,2972,1
7129,10804,5437,10885,7837,10695,12097,11116,18649,12896,11469,3401,1
7365,11748,5875,11630,8228,11281,12525,11541,19151,12517,11397,2990,1
6956,10781,5807,10551,7795,10470,11842,11610,18592,13414,11750,3554,1
7289,11038,5803,10901,7641,10607,11801,11534,18554,13380,11609,3389,1
6947,13221,5532,13586,8556,12446,13647,11464,21177,10979,11602,2432,1
6591,11155,5407,11421,7722,10981,12531,11450,19325,12864,11384,3163,1
8045,12115,6133,11589,8330,11033,12517,11389,18579,12725,11423,3327,1
7128,11066,5733,11161,7818,10984,12055,11532,18891,12608,11410,3265,1
7131,11127,5871,11206,7694,10838,12137,11718,18618,12715,11381,3356,1
6794,11144,5502,11222,7969,11205,12430,11535,19035,12621,11580,3222,1
5970,12337,5319,12831,8080,11750,12782,11104,20079,11479,11703,2901,1
5973,10911,4879,11386,7577,11338,12608,11671,20030,12419,11647,3102,1
7014,10807,5328,11022,7794,10932,12051,11480,18818,12864,11235,3276,1
6856,11460,5777,11478,7951,11000,12625,11532,19373,12460,11533,3183,1
7582,11510,5940,11292,8006,11017,12203,11297,19005,12492,11185,3103,1
8063,11814,6560,11618,8027,11155,12363,11256,18173,12754,11179,3236,1
7218,10385,5640,10662,7581,10576,11769,11368,18761,13143,11454,3391,1
8431,12754,6362,12256,8744,11355,12996,11367,18932,11945,11133,2944,1
7992,12706,6420,12211,8398,11313,12445,11255,18874,11906,11050,3089,1
6416,10488,5407,10722,7647,10563,11746,11456,18565,13275,11642,3479,1
7018,10384,5740,10368,7842,10435,11625,11634,18099,13508,11518,3769,1
6814,10497,6143,10497,7829,10585,11787,11735,18001,13886,11732,3582,1
6513,10193,5263,10287,7386,10368,11602,11408,18695,13149,11898,3540,1
7400,12424,6229,12369,8671,11628,12798,11542,19189,12236,11222,2987,1
7759,12120,6251,11814,8072,11295,12098,11295,18279,12342,11085,3167,1
7383,12336,6318,12172,8545,11697,12660,11593,18987,12359,11137,3149,1
6863,10223,6010,10017,7821,10189,11372,11794,17273,13412,11706,3857,1
6550,10921,5694,11084,7915,11019,12306,11822,19315,13147,11527,3366,1
7719,12322,6806,12092,8817,11385,12482,11732,18393,12569,11096,3272,1
7299,11567,5754,11645,7825,11174,12174,11525,19279,13041,11404,3100,1
6924,9506,5745,9505,7259,9636,10968,11393,17191,14031,11981,4301,1
6719,9533,5856,9287,7503,9619,11191,11599,17176,14156,11685,4207,1
6845,9722,5666,9358,7478,9775,11131,11434,17602,14240,12013,4030,1
6426,10880,5451,11011,7730,10843,11927,11280,18597,12873,11625,3529,1
6365,10551,5476,10728,7654,10606,11994,11444,18955,13058,11585,3414,1
6451,9872,5530,9671,7187,9870,11090,11438,17709,13982,11908,3984,1
6239,10387,5380,10629,7837,10627,11907,11483,18677,13373,11871,3759,1
7010,10996,5291,11258,7743,10921,12453,11295,19223,12491,11481,3328,1
5702,10195,5317,10770,7613,10821,11958,11679,18951,13449,11851,3674,1
7435,11783,6558,11458,8546,10960,12411,11640,17899,13105,11305,3532,1
6865,12801,5879,12916,8496,12142,12872,11810,20055,11827,11350,2691,1
5728,9432,5328,9786,7644,10212,11398,11659,17941,14088,12149,4006,1
6926,12302,5453,12503,8183,11801,12724,11496,20007,11462,11117,2795,1
7025,11596,5615,11656,7987,11133,12563,11427,19403,12528,11321,3015,1
6854,12189,5142,12440,8131,12039,13326,11340,20830,11406,11297,2670,1
6475,9849,5599,10010,7518,10074,11380,11633,17827,13738,11918,3945,1
6308,11980,5190,12320,8102,11638,13042,11509,20481,11827,11616,2844,1
6242,10037,5759,10209,7681,10425,11227,11680,18100,13525,11870,3722,1
5724,11939,4565,12657,7944,12071,13263,11508,21041,11546,11617,2707,1
6206,9230,5470,9514,7453,10017,10971,11871,17783,14283,11900,3991,1
6291,11900,5016,12125,8099,11592,12966,11334,20190,11950,11355,2881,1
7208,12354,6219,11788,8440,11382,12708,11456,18792,12430,11538,3243,1
6825,11497,5517,11809,7934,11304,12581,11449,19715,12560,11533,3107,1
6368,9794,5576,9798,7526,10125,11473,11468,17878,13896,11956,4099,1
6736,11199,5295,11637,7731,11657,12885,11775,20347,12635,11522,3018,1
6652,12030,5235,12400,7810,11574,12831,11502,20559,11911,11506,2857,1
6639,9981,5663,10207,7605,10403,11634,11543,18156,13874,11816,3834,1
6431,9973,5772,10576,7964,10492,11724,11670,18147,13342,11650,3772,1
6318,11517,5308,12111,8099,11552,12841,11544,20035,11964,11456,2910,1
6630,11642,5270,12082,7877,11546,12560,11532,19993,12292,11501,3061,1
8637,15974,4954,15539,8572,12779,13967,10612,22577,8338,11711,1468,1
6412,12576,5328,13027,8435,12207,13197,11616,20454,11426,11365,2671,1
7222,11022,6610,10934,8220,10804,11857,11627,17750,13168,11585,3738,1
6471,12567,5095,12938,8277,11932,13314,11337,20714,11029,11254,2542,1
6446,9470,5654,9450,7187,9809,11078,11662,17325,13785,11698,3959,1
6712,10888,5263,11080,7554,11176,12184,11451,19474,13114,11673,3292,1
6257,11019,5164,11490,7653,11147,12686,11664,20066,12687,11475,3093,1
7022,12273,5684,12145,7797,11554,12584,11415,19659,12082,11249,3023,1
6460,9172,5276,9400,7097,9813,11097,11510,17166,14055,11877,4092,1
7001,11976,5445,12353,8152,11890,12989,11557,20504,12013,11331,2653,1
6802,11505,5470,11730,7942,11254,12710,11283,19562,12538,11488,3127,1
6932,11389,5094,11402,7906,11325,12594,11357,19838,12491,11262,2889,1
6404,12697,5454,12659,8295,11852,12960,11458,20115,11654,11339,2680,1
7286,10529,6267,10435,7875,10464,11734,11624,17700,13599,11486,3906,1
6255,9235,5541,9497,7253,9883,11252,11581,17450,14295,12008,3971,1
5863,9290,5478,9493,7414,9839,11034,11644,17464,14333,12085,4084,1
5851,9029,5206,9648,7396,9845,11497,11517,17649,14142,12454,3949,1
6270,9472,5510,9732,7422,10060,11150,11731,17724,14033,12231,4108,1
6709,9208,5755,9356,7370,9868,11027,11446,17061,13981,11939,4222,1
6521,9078,5788,9501,7530,9710,11130,11678,16958,14132,11815,4278,1
6202,9489,5622,9571,7408,10092,11404,11640,17623,14190,11778,4067,1
6302,10332,5892,10379,7547,10508,11637,11608,18283,13454,11652,3643,1
6278,12278,5317,12444,8290,11933,13201,11823,20687,11730,11689,2634,1
6555,9874,5838,9994,7476,10314,11473,11505,17813,13770,12167,3950,1
6070,9125,5426,9472,7332,9866,11101,11557,17612,14147,12378,4154,1
6598,10375,5735,10417,7576,10107,11578,11498,18178,13761,11813,3804,1
5877,9384,5511,9746,7615,9981,11241,11516,17582,13756,11873,3896,1
6167,9409,5671,9576,7410,9924,11202,11737,17666,14261,12211,4155,1
6391,11914,5851,12380,8339,11761,12792,11784,19790,12385,11320,2937,1
6494,12210,5277,12537,8164,11680,13000,11444,20012,11777,11378,2801,1
6276,9590,5660,9726,7538,9772,11200,11442,17235,13879,12027,3985,1
5783,9370,5250,9444,7497,10140,11327,11662,17941,13873,12106,4033,1
6209,11895,5213,12252,8032,11557,12721,11438,20037,12140,11335,2871,1
6550,12899,5519,13148,8440,12096,13355,11343,20884,11060,11428,2587,1
6014,10893,4900,11564,7803,11107,12478,11436,19950,12628,11729,3180,1
5718,13015,5009,13521,8376,12138,13414,11291,21434,10715,11737,2644,1
6332,9354,5960,9250,7383,9642,10929,11527,16700,14425,11995,4212,1
6352,9574,5546,9761,7498,9993,11327,11324,17538,13772,12047,4012,1
6027,11289,5474,11644,7756,11173,12398,11538,19431,12698,11387,3338,1
6402,11193,5157,11592,7931,11272,12587,11337,19608,12098,11278,2999,1
6062,12804,5305,13150,8530,12422,13432,11963,20982,11595,11419,2634,1
6434,11467,5479,11778,8324,11573,12760,11576,19677,12451,11617,3097,1
7046,14119,5757,14252,8971,12797,13985,11258,21008,10314,11309,2143,1
5961,9523,5762,9896,7585,10021,11344,11508,17518,14163,12069,4137,1
6097,9632,5546,9755,7602,10105,11506,11706,17827,13840,11994,3822,1
6253,9493,5782,9854,7581,10098,11262,11733,17573,14066,11677,4013,1
5852,9876,5567,10068,7570,10185,11319,11643,18069,13859,11922,3842,1
6445,9282,5531,9422,7316,9666,11104,11506,17474,14210,12080,4065,1
6220,9493,5605,9709,7462,9864,11194,11534,17573,14117,12087,3976,1
6421,12570,5160,13073,8273,12241,13268,11408,20678,11066,11538,2648,1
6363,9397,5552,9612,7424,9997,11044,11339,17313,13991,11765,4153,1
6132,9653,5662,9894,7627,10120,11145,11626,17375,13648,11839,4059,1
5982,9162,5734,9343,7253,9832,10979,11303,16975,14115,11952,4336,1
6161,9742,5777,9901,7558,10036,11516,11659,17818,13682,11701,4066,1
6635,11635,5452,11979,8086,11504,12848,11381,19748,12402,11564,2930,1
6271,9603,5830,9842,7605,10074,11268,11474,17562,13766,11932,4176,1
6008,10804,5029,11090,7604,10953,12344,11594,19421,12999,11261,3240,1
6619,9958,5578,9935,7434,10177,11454,11773,17804,13438,11863,3828,1
6606,11286,4885,11597,7712,11309,12646,11477,20072,12250,11546,3019,1
5890,11636,5452,12127,8171,11522,12779,11420,20177,12610,11482,3069,1
6009,11346,5185,11964,8253,11323,13009,11504,20122,12456,11558,3070,1
5986,11393,4993,11856,8013,11566,12817,11655,19757,12104,11508,3150,1
6182,11301,5358,11687,8011,11397,12734,11388,19554,12484,11450,3062,1
6019,8995,5420,9484,7198,9927,11149,11449,17834,14593,12065,4193,1
6328,9383,5584,9683,7403,10078,11002,11532,17664,14159,11834,4008,1
5773,8529,5147,8807,7110,9635,10991,11444,17296,14549,12497,4305,1
6295,11994,5192,12485,8039,11773,12788,11440,20231,12141,11546,2900,1
5848,11267,5096,11409,7885,11197,12697,11528,19985,12613,11580,3068,1
6329,11890,4846,12406,7853,11715,13059,11832,21067,11912,11521,2799,1
6471,10822,5083,11120,7680,11137,12509,11404,19832,12849,11580,3245,1
5960,10657,5255,11377,7843,10961,12554,11514,19674,12800,11828,3224,1
6437,12613,5465,13149,8449,12285,13299,11508,20591,11422,11366,2783,1
6838,11249,5609,11590,7963,10975,12426,11227,19277,12766,11420,3189,1
6321,10781,5649,11219,7707,11143,12396,11726,19103,13005,11695,3363,1
5910,11970,5260,12241,8218,11614,12916,11719,20520,12027,11453,2960,1
6060,9965,5352,10317,7521,10325,11754,11631,18425,13279,11934,3598,1
6100,8797,5246,9086,7146,9960,11127,11738,17598,14213,11778,4038,1
5821,11494,5336,11711,8075,11595,12782,11620,19831,12576,11354,3195,1
6165,12114,5387,12726,8388,11819,12982,11601,20165,11809,11434,2839,1
6344,9625,5533,9699,7457,10011,11317,11534,17355,13967,11813,3996,1
7182,10594,5880,10059,7555,10139,11291,11465,17401,13534,11543,3900,1
6318,9564,5745,9460,7252,9750,11244,11745,17466,14327,11650,4057,1
5465,8715,5256,8891,7126,9425,10910,11791,17330,14626,12194,4482,1
6290,9446,5365,9669,7242,9981,10914,11523,17458,13913,12170,4078,1
6482,9992,5774,10052,7586,10314,11486,11487,17462,13694,11843,4046,1
5912,9063,5127,9285,7376,9763,11375,11807,17603,14345,12188,4062,1
6153,9217,5677,9188,7497,9885,11045,11820,17404,14174,11931,4196,1
6902,10650,5717,10692,7803,10509,11836,11367,17825,13304,11421,3649,1
5640,8942,5184,9526,7388,9870,11437,11592,17772,14168,12000,4140,1
6852,11066,5610,11114,7789,10854,12066,11705,18891,12757,11437,3344,1
5449,8256,5095,8373,7008,9045,10609,11586,16654,15152,12531,4588,1
6726,10117,6023,10152,7755,10219,11432,11876,17761,13611,11576,3957,1
6305,10190,5838,10080,7772,10445,11610,11357,17862,13640,11699,3980,1
7236,13225,5756,12908,8393,11945,13125,11171,19856,11301,11284,2903,1
7143,12296,5724,12323,8002,11470,12703,11305,19768,12064,11351,3053,1
9329,15911,6693,15144,9361,12937,13778,10933,20683,9576,10659,2000,1
7369,10281,6060,9743,7354,9755,11276,11636,17092,13840,11585,4048,1
7534,11630,6106,11413,8097,10900,12086,11274,18336,12529,11294,3297,1
7109,10721,6060,10661,7809,10573,11932,11531,18056,13313,11313,3505,1
6751,11960,5928,11768,8326,11427,12602,11535,18857,12666,11593,3106,1
7415,12773,6032,12334,8445,11609,12775,11438,19156,12036,11312,3092,1
6120,9699,5386,9894,7502,10348,11537,11370,18103,13689,11866,3934,1
7335,13032,6084,12800,8461,11899,12905,11276,19776,11251,11002,2841,1
6062,9696,5527,9771,7638,10236,11287,11713,17631,14141,12237,4148,1
7025,13283,5974,13356,8625,12269,13478,11403,20468,11315,10869,2505,1
7564,15429,5566,15099,8915,12986,14336,11209,21990,9578,11396,1916,1
8348,16810,5156,15219,8799,12464,14229,10730,22678,8863,11869,1594,1
6006,9656,5569,9886,7740,10123,11652,11510,17977,13867,11900,4003,1
7540,10750,5856,10121,7460,10039,11371,11275,18043,13267,11981,3806,1
7448,12745,5772,12273,8282,11677,12948,11535,19831,11956,11433,2685,1
5885,10251,5388,10306,7589,10354,12036,11803,18456,13410,11812,3756,1
6262,10141,5660,10105,7762,10168,11448,11488,17573,13790,11700,4066,1
6878,10077,6106,10046,7765,10417,11473,11642,17778,13925,11581,3742,1
7017,11492,6122,10884,8082,10677,12118,11322,17992,12905,11621,3636,1
6231,9746,5595,9749,7814,9927,11424,11735,17994,14167,11908,4028,1
6701,10279,5597,10182,7530,10244,11409,11594,18045,13541,11751,3728,1
7108,11308,6264,10948,8165,10936,12130,11764,18558,13168,11580,3352,1
6875,10305,5901,10281,8010,10409,12164,11782,17901,13511,11565,3651,1
7119,12432,6076,12269,8618,11832,13282,11751,19514,12037,11133,2848,1
5798,10548,5179,11128,7952,10779,12236,11699,19292,13084,11790,3496,1
7268,11061,5948,10710,7957,10636,12083,11625,18394,13309,11565,3506,1
6468,10493,5562,10402,7426,10311,11620,11374,18109,13354,11720,3800,1
6161,10070,5784,10318,7670,10260,11586,11586,18240,13798,11932,3874,1
6193,9268,5539,9443,7401,9887,11128,11656,17302,14666,12082,4398,1
6949,11354,5869,11037,7961,10865,11882,11453,18425,12753,11573,3517,1
6233,9489,5553,9653,7686,10043,11252,11965,17786,14192,11907,3904,1
6819,9391,5962,9534,7524,9926,11228,11416,17179,14354,11951,4180,1
5713,9464,5337,9491,7471,9986,11420,11650,17662,14089,12267,4041,1
6828,10786,5776,10961,7929,10822,12044,11647,18331,13069,11346,3467,1
6626,9276,5753,9554,7461,9894,11313,11689,17388,14144,11652,4133,1
8505,13435,7049,12866,8617,11433,12208,10872,18366,11610,10830,3555,1
7050,13649,5478,13606,8580,12068,13761,11453,20236,11100,11370,2607,1
7548,13799,5592,13390,8526,12316,13367,11356,20578,10949,11211,2454,1
7828,14407,5639,13955,8778,12450,13717,11202,20741,10335,11214,2260,1
7144,11069,5500,10898,7639,10721,11944,11324,18857,12848,11565,3508,1
8981,14809,6567,13814,9037,12040,13234,11051,19367,10643,10798,2486,1
6797,11815,5093,11324,7736,11131,12543,11239,19376,12130,11724,3613,1
6885,10846,5507,10711,7671,10193,11744,11136,18402,13344,11830,3766,1
8075,12777,6007,12079,8218,11393,12523,11265,18912,11631,11398,3104,1
6950,11107,5675,10686,7652,10545,12021,11329,18158,13107,11729,3885,1
6739,11602,5684,11514,8066,10885,12424,11227,18842,12658,11658,3261,1
7750,13137,6533,12595,8678,11566,12659,11356,19033,11611,11137,3245,1
7214,13525,5750,13067,8689,12085,13265,11189,19733,11294,11296,2939,1
8638,16051,6693,15109,9357,12862,14107,11374,20522,10192,10740,2115,1
7431,13016,5743,12913,8692,11871,13031,11173,19486,11154,11274,3195,1
7983,18015,4814,17339,9255,13547,15230,10303,23366,7506,11906,1302,1
7356,13105,6024,12687,8366,11650,13170,11256,19972,12074,11229,2910,1
8126,13073,5876,12634,8474,11455,12897,11379,19327,11590,11249,2940,1
7188,11563,5829,11321,7839,10790,12086,11222,18746,12990,11203,3354,1
8375,14682,6707,13682,9350,12171,13633,11220,19638,11010,11004,2543,1
8118,15259,6291,14308,9125,12540,13884,11269,20987,10582,11511,2281,1
6378,12505,5549,12511,8451,11701,13280,11580,20246,11770,11554,2980,1
6509,12052,5079,12267,7949,11515,12573,11384,19702,11907,11593,3427,1
6988,12772,6159,12501,8631,11918,13260,11720,20226,12138,11256,2689,1
7824,14860,5935,14410,9181,13032,13989,11481,21198,10611,11059,2026,1
7107,13859,5449,13798,8617,12505,13382,11252,20725,10637,11221,2549,1
7705,13625,5978,13399,8654,12187,13107,11089,20071,11006,10807,2746,1
6702,13372,5299,13373,8545,12312,13564,11394,20809,11155,11463,2618,1
8940,16462,6413,15423,8943,13265,13552,11145,20934,9701,10953,2104,1
6941,12217,5418,12478,8243,11477,12481,11206,19279,11647,11503,3328,1
8591,17783,5923,16756,9576,13637,14583,10934,21960,8589,11172,1447,1
7018,12707,5291,12703,8259,11923,13356,11444,20658,11381,11727,2770,1
7534,14154,5488,14036,8640,12716,13664,11295,21054,10316,11315,2396,1
7159,12219,5600,11907,7851,11127,12451,11228,18888,12372,11317,3411,1
6476,11610,5220,11763,7976,11339,12570,11364,19568,12406,11514,3455,1
6497,10633,5351,10924,7530,10824,11829,11385,18629,13098,11927,4078,1
8053,15357,5124,15152,8656,12475,14020,10742,22238,8991,11426,1672,1
6784,12888,5322,12864,8271,12094,13158,11514,20436,11414,11504,2912,1
9941,16330,5876,14923,9059,12578,14277,10459,21566,8716,11836,1889,1
7253,12417,5893,11797,7999,11448,12583,11401,19036,12121,11112,3253,1
6591,11810,5184,11913,8069,11707,12915,11753,20031,12172,11314,2862,1
6998,12857,5543,12633,8255,11888,12741,11275,20098,11342,11477,2937,1
7169,14375,5450,14479,9014,12929,14269,11448,21320,10197,11214,2173,1
7057,13030,5545,12901,8493,12134,13086,11459,20071,11569,11485,2853,1
7549,15076,5880,14773,8941,12678,13857,10909,20527,9918,11285,2662,1
7473,13673,5836,13255,8720,12497,13585,11464,20190,11107,11231,2615,1
7254,12949,5890,13103,8569,12321,13191,11791,19858,11444,11120,2844,1
7730,15511,5396,15448,8982,13192,14352,11362,21975,9342,11501,1793,1
7113,11368,5548,11483,7856,11140,12056,11370,18780,12535,11468,3483,1
7013,12501,5462,12817,8345,11938,13077,11607,19834,11566,11247,2903,1
8064,11073,6177,10562,7755,10323,11685,11375,17489,13299,11547,3812,1
7668,12097,5784,11474,8132,10927,12402,11168,18566,12031,11262,3281,1
6890,14045,4957,14002,8740,12371,14238,11323,21812,10386,11965,2226,1
7752,11837,6467,11475,8526,11040,12357,11673,18101,12581,11310,3492,1
7119,10908,6282,10348,7972,10459,11544,11150,17140,13101,11454,4411,1
7212,13557,5827,12662,8237,11622,12764,11054,19749,11287,11403,2985,1
6357,11360,5443,11289,8145,11022,12534,11391,19066,12697,11813,3580,1
6782,11684,5871,11757,8396,11659,12902,11631,19021,12616,11429,3334,1
6405,10428,5502,10486,7536,10245,11899,11117,18318,13270,11665,4262,1
7211,12948,6003,12924,8626,11753,13270,11448,19937,11881,11100,2762,1
6884,11574,5898,11457,8281,10995,12764,11618,19061,12817,11461,3339,1
6396,11590,5378,11410,7983,10742,12379,11400,19077,12116,11789,3544,1
7243,13667,5735,13455,8566,12226,13378,11333,20284,10978,11489,2831,1
7089,12511,6097,12495,8392,11542,12893,11430,19194,11986,11234,3113,1
7760,15770,4864,15221,8497,12801,14137,10478,22440,8970,11699,1603,1
7912,14176,5632,14071,8718,12480,13996,11105,21159,10716,11458,2182,1
6912,10907,5676,10961,7738,10837,12054,11450,18474,12892,11656,3552,1
6611,11365,6061,11357,8311,10970,12515,11788,18639,13024,11349,3582,1
6554,11566,5582,11508,7802,11164,12245,11187,18816,12442,11862,3654,1
6497,11043,5788,11187,8049,10930,12065,11405,18374,12878,11434,3808,1
6895,11050,5926,10533,7794,10574,11889,11251,17850,13200,11579,4007,1
6596,12789,5271,12639,8211,11531,12961,11067,19864,11303,11406,3166,1
6746,11686,5468,11864,8218,11492,12801,11644,19538,12141,11511,3206,1
7212,12244,6133,11870,8098,11027,12105,11035,18194,12132,11281,3507,1
6561,11132,5540,11101,7820,10994,12097,11611,18525,12577,11631,3846,1
7227,12985,6108,12425,8424,11580,12916,11345,19592,11576,11353,3104,1
6456,12620,5618,12214,8258,11559,12823,11177,19165,11727,11814,3335,1
7633,13842,5946,13187,8429,12090,13243,11246,20075,11336,11118,2697,1
7645,15347,5896,15051,9054,13082,14308,11151,21863,9448,11655,1856,1
6919,11734,5685,11685,8142,11110,12307,11214,18745,12057,11453,3591,1
6723,12635,5539,12591,8386,11786,13134,11267,19850,11414,11570,3309,1
7682,14226,7107,13876,9643,12814,13483,11932,19081,11600,11166,2935,1
6629,11011,5232,10986,7875,10890,12482,11231,18925,12612,11808,3638,1
6681,12205,5399,11932,7897,11528,13031,11594,20146,12558,11718,3125,1
