lbp3,lbp4,lbp5,lbp6,lbp7,lbp8,lbp9,lbp10,lbp11,lbp12,lbp13,lbp14,Class
12252,6204,10166,3783,9661,4284,7790,6483,8055,9972,9590,14774,1
12335,6293,10076,3822,9602,4247,7981,6254,7822,9216,8458,13055,1
11884,6009,10153,3585,9904,4067,8050,6558,8497,10530,10438,15669,1
12164,6276,9885,3937,9462,4437,7787,6410,7683,9351,8593,13677,1
12795,6796,10111,4240,9368,4616,7564,6420,7668,9363,8821,13180,1
11590,5738,9884,3532,9924,4088,8176,6560,8688,10048,9723,14965,1
12283,6263,10089,3807,9545,4273,7999,6575,8408,9827,10310,14108,1
11812,5989,10310,3894,10393,4284,8475,6784,8454,9836,9516,14944,1
12608,6387,9609,3728,8807,4137,7241,6273,7917,9582,10025,13844,1
12200,6319,10262,3929,9944,4307,8067,6674,8286,9844,9396,14397,1
11955,5912,10194,3592,9785,3966,7790,6303,7920,9608,9924,14353,1
12667,6997,10082,4449,9058,4636,7454,6460,7509,8991,8421,12669,1
13019,6836,10229,4021,8864,4449,7002,5979,7144,8649,8371,12263,1
13416,7180,10140,4512,8798,4675,7117,6309,7514,9130,8986,12401,1
10909,4984,9752,2966,10456,3948,8841,7054,9842,12785,13878,20584,1
12057,6045,9880,3886,9779,4520,8084,6801,8429,9853,9837,14310,1
11914,6113,10069,3906,9906,4618,8237,7032,8839,10386,11007,15128,1
12620,6533,10051,4090,9250,4574,7340,6430,7757,9376,8859,13273,1
12812,6698,10151,4352,9189,4717,7624,6763,7922,9355,9127,13172,1
12075,6250,9643,4080,9224,4825,7898,7276,8882,11417,11594,15937,1
11818,5860,10111,3692,10110,4226,8238,6727,8212,9973,9531,14926,1
12107,6189,9992,3794,9731,4063,7800,6189,7737,9287,8954,14169,1
12022,6275,10414,3981,9798,4653,8043,6846,8298,10180,10160,14815,1
12138,6061,10065,3540,9760,4041,7838,6363,8081,9656,9537,14299,1
9978,4919,9611,2968,10962,3766,9360,6946,9774,12015,12390,19723,1
11543,5683,10017,3377,10114,3906,8123,6391,8359,10181,9795,15546,1
11999,5960,9894,3720,9897,4160,8239,6603,8587,10267,10341,15034,1
12079,6066,9996,3755,9777,4351,8231,6903,8399,10432,10107,15145,1
11532,5660,10039,3610,10306,4194,8557,6839,8631,10782,10423,16351,1
12386,6392,10162,3783,9379,3991,7559,6090,7472,9118,9098,13564,1
12198,5922,9741,3628,9368,4231,7706,6617,8183,10440,11174,15529,1
11490,5825,10004,3515,10093,4076,8232,6361,8192,10154,10400,15811,1
12017,6163,10216,3779,9746,4182,7874,6381,7779,9854,9259,14473,1
11928,6427,10221,3824,9567,4241,7669,6342,7494,9036,8420,13367,1
12793,6687,9941,4076,8960,4315,7217,6002,7169,9087,8956,12860,1
11777,6138,10090,3796,10078,4239,8336,6662,8230,10529,10383,15814,1
12077,6263,9871,3727,9550,4138,7876,6173,7654,9443,8951,14054,1
12497,6646,10008,4145,9342,4628,7540,6451,7561,8986,8306,12851,1
12351,6466,9947,3978,9326,4434,7429,6405,7763,9633,9880,14112,1
12426,6874,10222,4646,9463,5213,7930,7040,8227,9985,9547,13629,1
12110,6289,10313,3996,9999,4497,8079,6834,8180,10099,9784,14593,1
11495,5848,9855,3590,9951,4286,8491,6999,8734,10889,10674,15934,1
12933,6737,10268,3821,9238,3969,7128,5719,6740,8269,7732,11910,1
11499,5843,10192,3562,10594,4078,8813,6387,8081,9916,8843,15155,1
12490,6135,9927,3707,9149,3934,7400,6077,7409,9629,9572,13799,1
11930,6059,10107,3716,9561,4095,7534,6260,7591,9481,9597,14313,1
11965,6017,10188,3443,10045,3946,7965,6176,8087,10076,10060,15365,1
11967,6040,10282,3749,10335,4223,8289,6574,7994,10061,10142,15990,1
11570,5692,9956,3318,10322,3842,8368,6243,8222,10528,10390,16214,1
12190,6277,10352,4090,9959,4381,7925,6437,8068,9851,9526,14381,1
12122,6362,10177,3879,9788,4325,7763,6503,7795,9758,9235,14290,1
12332,6417,10503,4020,10019,4646,8221,7045,8525,10364,10684,15198,1
12060,5977,9961,3576,9543,4087,7581,6387,8199,10132,10627,14872,1
12417,6181,9989,3820,9473,4236,7764,6037,7437,9172,9289,13526,1
12578,6544,9966,3944,9167,4345,7692,6315,7880,9514,9551,14101,1
11774,5896,10155,3457,10219,3818,7970,6033,7894,9582,8843,14902,1
12803,6515,10162,3906,9229,4117,7239,5942,7235,8902,8755,13240,1
12411,6351,10027,4077,9469,4509,7825,6478,7818,9695,9245,14003,1
11594,5939,10253,3443,10298,4067,8347,6394,8527,10514,10847,16350,1
11446,5852,9704,3514,10182,4051,8490,6576,8612,10825,10302,16216,1
13558,7245,10066,4408,8307,4324,6656,5780,6577,7975,7984,11405,1
12714,6220,10031,3647,9349,3921,7414,5948,7470,9573,9406,13970,1
12521,6565,10001,3729,9427,4169,7525,6262,7695,9511,9062,13618,1
12678,6442,9535,3903,8466,4468,7221,6718,8006,10055,10896,14129,1
11904,5795,10109,3570,10000,3835,7951,6367,8098,10013,10679,15591,1
11943,6196,10337,3767,10266,4354,8190,6710,8304,10151,9530,15045,1
9970,4536,10020,2710,11473,3792,9660,7303,10025,12988,13127,21128,1
12792,6751,10149,3978,9089,4357,7280,6132,7407,9157,9086,13374,1
12228,6457,10427,4129,9898,4693,7954,6936,8313,10276,10319,15073,1
12053,6108,10065,3781,9277,4149,7670,6171,7800,9378,9253,14104,1
11695,5969,10213,3842,10123,4225,8363,6605,8239,10289,10341,15594,1
12522,6404,10340,4034,9757,4424,7811,6559,7829,9439,9598,14004,1
12137,5848,10054,3432,9915,3830,7890,6049,7724,9399,9032,14676,1
12027,6357,10194,3833,9564,4283,7669,5992,7548,9458,9426,13856,1
12291,6053,9615,3550,9219,3986,7177,6195,7556,9614,9994,14140,1
11956,5978,10110,3596,9818,4021,8071,6283,7763,9789,9340,14720,1
12516,6052,9979,3636,9475,3799,7515,6058,7656,9644,9472,14727,1
12439,6602,10280,4221,9589,4544,7776,6652,8006,9890,9616,14278,1
12739,6190,9733,3734,8935,4091,7330,6100,7286,9095,8424,13157,1
12133,6152,9897,3816,9557,4241,7583,6416,7424,9013,8268,12980,1
12738,6676,10050,3979,9177,4134,7151,5858,7172,8554,8017,12240,1
12586,6237,9815,3853,9202,4257,7528,6113,7543,8982,8278,13031,1
12459,6458,9918,3855,9133,4074,7264,5995,7322,8874,8252,12955,1
12665,6534,9979,3907,8949,4190,7262,5923,7182,8983,8718,13086,1
11949,6005,9790,3722,9566,3932,7606,6275,7538,9315,8855,13829,1
12351,6239,10086,4045,9597,4308,7817,6543,8123,9740,9459,13983,1
12637,6645,9765,4017,9307,4396,7461,6043,7368,8890,8378,12495,1
12126,6473,9813,4239,9720,4637,8072,6655,8147,10046,9792,14629,1
10941,5849,9841,3999,10668,4973,9453,8304,10317,12884,13316,18861,1
12052,5888,9385,3253,8850,3631,7177,5765,7515,9044,9389,14459,1
12421,5515,8951,3082,8373,3364,6850,5309,6733,8770,8854,13068,1
12896,6284,9415,3535,8319,3827,6747,5496,6933,8736,8560,12823,1
12527,5782,9319,3108,8448,3308,6609,5201,6823,8046,8075,12205,1
12175,5725,9411,3167,8673,3611,7035,5610,7149,9349,8851,14017,1
12592,6001,9427,3461,8633,3822,7062,5925,7144,9002,8475,13021,1
11841,5627,9472,3064,9107,3341,7126,5529,6973,8557,8104,13261,1
12312,5946,9613,3591,9105,4095,7470,5960,7429,9074,8121,13192,1
12339,5664,9082,3046,8268,3332,6468,5300,6731,8602,8424,13168,1
12358,5681,9448,3182,8643,3519,6877,5634,7096,8783,8228,13229,1
8316,4031,9327,2440,12917,3831,11977,8685,13318,16230,17759,28143,1
12184,5295,8956,2858,8397,3042,6643,5203,6850,8670,8438,13396,1
11805,5383,9245,2816,8934,3247,7187,5641,7213,9017,8800,14051,1
12150,5639,9264,3187,8550,3393,6737,5302,6659,8081,7573,12279,1
13483,6645,9437,3666,7740,3529,6014,4993,5898,6980,6834,10417,1
12415,5408,9161,2985,8477,3107,6594,5112,6486,8043,7714,12266,1
12234,5801,9416,3124,8690,3399,6801,5221,6659,7979,8057,12398,1
12840,5996,9431,3389,8445,3657,6847,5346,6537,7843,7389,11446,1
12765,6051,9354,3270,8098,3265,6226,4915,5980,7210,6491,10649,1
12479,6766,10319,4455,9308,4750,7457,6526,7820,9579,9558,13385,1
11916,6450,10284,4224,10146,4775,8491,7178,8455,10526,10003,14931,1
11716,5915,10128,3741,10288,4275,8357,6931,8738,10757,10499,15766,1
13216,7089,10109,4581,8892,4767,7217,6523,7495,9050,8685,12008,1
12605,6383,10003,3866,9485,4366,7608,6239,7506,9495,9101,13454,1
12314,6166,10026,3874,9575,4437,7772,6480,7885,9703,9111,13990,1
12505,6507,10193,4081,9890,4689,8324,6885,8224,10293,9743,14398,1
11728,6080,9970,3795,9974,4433,8265,6693,8604,10607,9805,15022,1
11883,6363,10345,4250,10250,4694,8441,7045,8595,10206,9935,14795,1
12386,6189,9704,3482,9070,3851,7140,5867,7135,8794,8429,12972,1
11336,5552,9886,3369,10154,4325,8678,6956,9235,11806,12473,17926,1
12705,6313,9545,3763,8822,4185,7263,6118,7726,9244,9210,13369,1
12150,6146,9929,3919,9648,4413,7914,6551,8313,10409,10808,15174,1
12351,6311,9756,3714,9188,4163,7512,6348,7656,9328,8973,13156,1
12565,5797,9749,3418,9151,3741,7395,5805,7446,9461,10512,15112,1
11820,5847,9688,3626,9751,4119,7992,6368,8263,10239,9758,14935,1
12771,6274,9564,3670,8528,3774,6890,5644,6800,8770,8577,13124,1
12227,6058,9744,3700,9047,3912,7324,6104,7497,9388,8817,14052,1
10956,5216,9717,3254,10161,4233,8646,7582,9887,13298,14739,21193,1
11961,6542,10177,4186,9606,4689,7970,6901,8406,10082,9626,13942,1
11935,5765,9625,3618,9500,4236,7978,6684,8494,10946,11453,16640,1
9939,4292,8851,2446,10283,3533,9182,7272,10741,14239,15894,24736,1
12710,6541,9709,3743,8718,4132,7087,6031,7372,9110,8896,13257,1
12767,6523,9657,3884,8902,4236,6951,5849,6980,8646,8247,12188,1
12334,6136,9836,4012,9395,4633,8123,6977,8326,10350,9937,14367,1
10405,4840,9409,2756,10078,3329,8405,6192,8700,11614,13792,19857,1
12209,5761,9507,3429,9229,3799,7374,5941,7453,9285,10340,14475,1
12574,6493,9838,3751,8810,4066,6991,5922,7132,8721,8934,12834,1
11773,5687,9734,3501,9409,4029,7854,6496,8122,10266,10691,15702,1
12266,6113,9887,3631,9108,3887,7366,6029,7618,9320,9335,13373,1
12223,6780,10010,4447,9494,5010,7914,6792,8315,9855,9649,13693,1
12209,5921,9678,3474,9194,3936,7425,6145,7676,10149,10109,15077,1
10167,4206,8562,2151,9119,2754,7671,5957,8563,12114,14343,21967,1
12857,6260,9599,3418,8288,3537,6419,5382,6659,8469,8713,12759,1
12334,5857,9707,3164,9025,3385,6992,5666,6978,9129,9113,14466,1
12173,5818,9639,3539,9087,3937,7451,6433,7868,9918,10301,14633,1
12945,6248,9833,3474,8448,3564,6389,5289,6651,8225,8522,12050,1
12529,6109,9750,3682,8810,4047,7123,6075,7390,9323,8675,13290,1
12486,6023,9334,3463,8783,3917,7209,5813,7329,9142,8741,13080,1
12541,6099,9734,3596,8980,3988,7210,6392,7945,9903,10028,14395,1
12729,6227,9504,3620,8693,3819,6770,5876,6860,9008,8625,13087,1
11795,5970,9978,3674,10186,4031,8351,6741,8710,10650,10570,16108,1
12277,6123,10039,3516,9424,3903,7433,6016,7439,9238,8662,14052,1
12440,6102,9637,3538,8894,3837,6791,5800,7091,9128,8906,13383,1
12880,6521,9775,3862,8855,4364,7344,6440,7515,9609,9536,13319,1
12304,5816,9944,3197,9398,3429,7406,5515,7060,8848,9252,14551,1
12071,6157,9898,3403,9163,3845,7368,6269,7550,9518,8581,13923,1
12001,5660,9619,3320,9331,3714,7597,6145,7707,9811,9902,15384,1
11900,5634,9779,3236,9545,3659,7807,6137,7688,9345,8389,14242,1
12571,6166,9653,3668,9107,4044,7255,6041,7337,8913,8220,12976,1
11882,5349,9499,3048,9416,3494,7588,6006,7866,10222,9538,15181,1
13328,6995,9658,3871,8140,3861,6244,5723,6334,7597,7179,10988,1
12065,6541,10050,4262,9579,4689,7963,6978,8319,10180,9957,14568,1
12329,5727,9527,3108,8772,3281,6943,5451,6951,8479,7750,12935,1
11344,5410,9334,2993,9365,3395,7728,5839,8170,10112,10366,16199,1
12433,5996,9490,3416,8938,3816,7146,5977,7616,9286,9102,13832,1
12590,6267,9572,3479,8932,3868,7045,5828,7173,8995,8460,13014,1
12845,6374,9599,3562,8576,3822,6747,5648,7049,8758,8451,12479,1
12009,6118,9550,3976,9261,4442,7832,6829,8297,10490,10481,15485,1
11972,5790,9553,3314,9365,3806,7651,6132,7657,9863,9091,14662,1
12146,5988,9771,3346,9045,3663,7226,5998,7420,9530,9323,14158,1
12287,5794,9507,3376,8970,3725,6982,5943,7363,9229,8783,13560,1
11359,5473,9240,3050,9507,3522,7902,6367,8097,10386,10019,16402,1
12220,6368,10204,4215,10000,4817,8195,6835,8026,9469,9249,13641,1
11961,5647,9623,3306,9284,3837,7512,6020,7725,9787,9239,14524,1
12497,6300,9793,3913,9014,4288,7486,6577,7893,9772,9727,14087,1
11783,5961,9678,3799,9240,4255,7889,6629,8582,10401,10488,15645,1
12084,5813,9343,3401,8985,3921,7267,5855,7591,9338,8915,14010,1
12386,6198,9660,3657,8784,4274,7196,6312,7653,9349,9058,13938,1
12122,5993,9538,3666,8775,3930,7309,6313,7991,10211,9975,14816,1
12831,6389,9423,3545,8201,3646,6502,5412,6567,8091,7771,11929,1
12562,6098,9492,3614,8703,3880,7078,6003,7236,9128,8561,13009,1
12294,5961,9578,3384,8884,3774,6977,5772,6996,9101,9016,13716,1
12176,5790,9364,3404,8869,3792,7139,5817,7274,9222,8779,14079,1
11812,6732,10088,4384,9765,4882,8105,6957,8608,10211,10689,14975,1
12499,5995,9628,3374,8579,3608,7039,5824,7384,9113,9009,13600,1
14295,7523,8803,4081,6470,3593,4831,4460,4826,5953,5749,8238,1
14450,7444,8805,3981,6445,3323,4761,4325,4773,6010,6119,8370,1
12167,5678,9309,3565,9076,4104,7517,6148,7562,9321,8462,13528,1
12714,5873,9429,3256,8896,3453,6772,5565,6715,8461,7651,12915,1
9800,4103,8894,2340,9848,3255,8360,6505,9539,13210,14465,22183,1
12476,6165,9811,3198,8576,3676,6843,5632,6798,8782,8521,12696,1
9858,4347,9051,2472,10205,3567,8854,7075,10064,12954,14011,22273,1
12314,5799,9585,3096,8951,3242,6826,5325,6813,8626,8494,13544,1
12507,5670,9624,3079,8822,3331,6972,5283,6737,8807,8949,13928,1
11833,6651,10239,4696,10393,5474,9022,8095,9519,11748,11558,16243,1
12281,5867,9702,3259,8891,3518,6919,5446,6727,8679,8150,12994,1
12799,6327,9475,3526,8473,4001,6925,5958,7169,8873,8631,12814,1
12433,6063,9360,3438,8592,3778,6910,5647,7168,9064,9051,13190,1
12160,5737,9448,3223,9015,3500,7106,5637,7226,9546,8673,14394,1
12677,6315,9346,3762,8148,4026,6672,5720,6974,8896,8422,12683,1
12246,5928,9539,3227,8619,3435,6711,5244,6541,8494,7950,12820,1
12651,6081,9034,3167,8068,3452,6253,5169,6567,8251,8454,12337,1
13385,6400,9047,3522,7628,3632,6006,5204,6052,7626,7224,10860,1
12882,6139,9105,3544,8076,3635,6388,5218,6441,7887,7038,10845,1
13094,6271,9283,3373,7926,3334,6024,4853,5956,7435,7053,10832,1
12368,6067,9854,3915,9554,4245,7985,6502,7904,9856,9269,14544,1
11966,6050,9605,3703,9554,4221,8082,6778,8395,10211,9744,14745,1
11687,5708,9172,3199,9123,3580,7538,6206,7658,9574,9200,14810,1
11915,5628,9233,3302,9001,3829,7370,6166,8309,9918,10671,14781,1
11721,5871,9219,3384,9140,3837,8001,6304,7875,10122,9755,15258,1
12323,6048,9284,3292,8813,3523,6910,5668,6893,8964,8823,13348,1
12109,5864,9499,3295,8801,3553,7072,5731,7215,9410,9010,13824,1
10221,4493,8789,2642,9794,3375,8535,6585,9168,12303,14736,22577,1
12442,6101,9614,3593,8925,3903,7133,5807,7557,9133,9055,13489,1
9561,4212,9199,2373,10938,3526,9458,7272,10547,13087,13941,21953,1
12258,5750,9256,3161,8421,3438,6569,5327,6888,8680,8315,12750,1
12470,5820,9326,3171,8691,3458,6900,5558,7194,9022,9124,13594,1
11295,5603,10017,3575,10298,4248,8612,6952,9175,11138,10832,16894,1
12198,5812,9388,3165,8996,3433,7031,5691,7027,8986,8514,13523,1
10332,4687,9373,2602,10627,3438,8973,6686,9564,11937,12302,19028,1
11842,5398,9502,3020,9162,3647,7584,6006,7981,9904,10169,15865,1
12027,5561,9391,3095,9318,3441,7181,5596,7214,9267,9085,14523,1
12116,5979,9531,3566,9136,3966,7562,6364,7957,9340,9304,13992,1
12440,5906,9340,3468,8842,3829,7044,5915,7555,9005,9000,13091,1
12368,6153,9322,3636,8664,3805,7030,5801,7279,9220,8881,13016,1
12510,6283,9575,3622,8719,3921,7090,6139,7420,9317,9002,13328,1
11546,5407,9650,3231,9530,3642,7787,6087,8046,10106,9764,15538,1
11547,5490,9353,3107,9240,3469,7545,5783,7483,9614,8837,14565,1
11478,5746,10090,3612,10028,4026,8417,6886,8689,10703,10480,16014,1
12430,5923,9654,3383,8778,3609,7016,5715,6927,8887,8386,12883,1
11167,5821,9835,3556,10150,4125,8626,6740,8697,10550,10093,15889,1
12286,6098,10131,3694,9585,4212,7677,6410,7667,9960,9892,14133,1
11408,5615,10069,3560,10386,4162,8683,6688,9065,10979,10707,16568,1
10919,5759,10285,3717,11083,4478,9736,7312,9670,11919,11783,18502,1
12313,6378,10231,3992,9759,4307,7876,6483,7793,9949,9821,14504,1
11429,5507,9892,3013,10297,3427,8364,5981,8061,10112,9789,16418,1
12042,5998,10002,3510,9567,3868,7834,6208,8006,10252,10137,15123,1
11781,5811,10017,3473,10048,3947,8391,6487,8422,10518,9595,15558,1
12342,6261,10011,3727,9271,3940,7504,6213,7757,9956,9773,14827,1
12222,6207,9835,3539,9351,3932,7604,6270,7815,9725,9383,14083,1
12140,6284,10005,3880,9554,4203,7969,6623,8152,10180,9630,14693,1
11983,5945,9721,3641,9726,3953,7877,6437,8239,10028,9819,14886,1
12201,6364,10007,4250,9421,4799,8402,7321,8663,10915,10401,15080,1
12529,6076,9979,3687,9381,3958,7557,6014,7307,8917,8129,13364,1
12284,5924,10133,3501,9867,3845,7810,6218,7771,9877,8877,14438,1
11838,6064,9893,3711,10062,4479,8472,7029,8879,11076,10563,16014,1
11960,5868,9952,3705,9811,4250,8153,6849,8577,10452,10147,15350,1
11848,5881,9602,3389,9747,3750,7941,6215,7977,10182,10301,15524,1
12058,6054,10059,3695,9817,4190,8070,6643,8241,10346,9838,15124,1
12188,6337,10183,3998,9587,4522,7929,6618,8176,10183,9945,14602,1
11183,5693,10163,3515,10675,3950,8924,6719,8839,11186,10905,17244,1
12390,6160,10288,3684,9879,4148,7916,6279,7937,9940,9844,14725,1
12247,6528,9939,4204,9360,4398,7702,6475,8022,9615,9207,13564,1
12505,6067,9765,3961,9414,4195,7774,6451,7785,9569,9163,13893,1
11885,5782,9932,3778,9938,4357,8344,6821,8727,11173,10662,15990,1
10595,5277,10238,3634,10978,4476,9918,7694,10137,12700,13029,19806,1
12141,5825,9452,3210,8748,3561,7153,5711,7127,9101,8346,13836,1
10374,5064,9462,3051,10089,3890,8684,6722,9275,11711,11662,18896,1
11741,5664,9231,3153,9137,3742,7421,6160,8009,10084,10034,15145,1
12068,6049,9924,3844,9608,4246,7903,6624,7974,10555,9923,14819,1
12133,5836,9260,3311,9127,3657,7211,6013,7205,8894,8228,13481,1
11506,5515,9374,3112,9455,3488,7759,6257,7696,10163,9466,15434,1
11494,5306,9220,3296,9266,3930,7848,6178,8246,10131,9763,14960,1
12107,6077,9557,3583,8979,4043,7194,6109,7647,9716,9877,14297,1
11756,5695,9296,3355,8856,3807,7516,6002,7574,9476,8624,14121,1
11423,5433,9294,3115,9257,3508,7726,6044,8072,10542,10214,15912,1
10870,5096,9346,2692,9694,3244,8211,5895,8026,10193,10155,16896,1
11167,5211,9462,3080,9921,3645,8438,6242,8396,10996,10546,17128,1
8948,4196,8287,2111,9997,2843,9020,6442,9449,13017,13948,24635,1
8924,4236,8611,2559,10492,3529,9773,7512,10786,14719,15511,25241,1
12238,6327,9776,4051,9442,4326,7805,6483,8104,10070,10105,14805,1
12039,6064,9235,3501,8679,3927,7239,5987,7558,9711,9030,14053,1
11874,6106,9660,3713,9317,4139,7858,6536,7899,10078,9327,14641,1
11195,5371,9386,3169,9735,3611,8052,6169,8271,10453,10297,16647,1
12665,6330,9553,3602,8727,3965,7044,5770,7262,8580,8420,12679,1
8310,3572,8017,1757,10023,2406,8893,5885,9613,12062,14411,23631,1
10312,4961,9120,2572,10318,3101,8562,6048,8647,11268,11383,19174,1
11005,5317,9358,3202,9974,3776,8624,6860,9102,11086,11034,17063,1
11607,5726,9408,3235,9471,3846,8025,6232,8137,10169,9657,15345,1
11624,5559,9295,3133,9079,3508,7290,5841,7858,9839,9510,14828,1
12057,5936,9375,3245,8855,3632,7016,5655,7125,8904,8230,13535,1
8244,3903,8273,2272,10466,3351,9433,7393,10781,14885,17074,28170,1
12247,5893,9622,3357,8929,3711,7431,6025,7946,9678,9664,14072,1
11872,5740,9429,3345,9223,3839,7545,6210,8185,10356,10646,15672,1
12130,6136,9245,3497,8818,3842,7296,6210,7689,9596,9140,13988,1
11625,5930,9757,3484,9477,4111,7994,6524,8332,10727,9941,15871,1
12245,6322,9278,3618,8387,4120,6944,5938,7268,8723,8730,12253,1
12356,6392,9171,3669,8426,3893,6842,5868,7290,9210,9061,13341,1
9487,4235,8674,2286,9923,3059,8600,6415,9463,12602,15069,22883,1
11151,5414,9353,3222,9900,3870,8432,6782,8874,11862,11716,18642,1
12415,6131,9193,3619,8693,3857,7032,6031,7660,9279,9504,13687,1
12365,6074,9425,3633,8842,3980,7200,6029,7564,9389,9370,13657,1
12136,6200,10033,3804,9808,4188,7885,6366,8028,9644,9232,13996,1
11953,5929,9545,3246,8876,3565,6902,5689,7397,9516,9180,14035,1
11758,5711,9621,3257,9337,3796,7632,6192,8129,10346,11206,16287,1
11578,6185,9596,3794,9877,4441,8106,6816,8232,10669,10081,15539,1
12488,6176,9349,3561,8734,3893,6777,5798,7176,9024,8621,13002,1
12337,6296,9499,3714,8414,3801,6724,6052,7055,8789,8914,12635,1
11753,5709,9445,3254,9334,3583,7376,5939,7673,9728,9260,14407,1
12206,5788,9252,3096,8753,3432,6953,5408,7100,8620,9252,13469,1
12102,6454,9333,3817,8757,4157,7189,6127,7642,9382,9200,13454,1
12428,6385,9621,3832,8992,4235,7124,6325,7715,9666,9572,14144,1
12196,5803,9450,3213,8793,3635,7247,5810,7465,9512,9206,14138,1
12173,6157,9913,3749,9511,4129,7952,6510,8239,10423,10117,14932,1
11998,5955,9627,3571,9216,4097,7561,6230,7793,9582,8939,14033,1
12250,6164,9473,3742,8875,4127,7435,6305,7658,9532,9342,13805,1
11874,5964,9419,3340,9418,3653,7511,5846,7695,9575,9646,14416,1
12005,5834,9537,3364,9438,3694,7614,5782,7286,8729,7942,13446,1
12015,5698,9330,3269,9007,3497,7240,5556,7247,8740,8155,13268,1
11671,5552,9532,3214,9501,3663,7962,6069,7602,9466,8372,14240,1
12049,5868,9386,3178,8973,3399,7209,5579,6862,8855,8045,13101,1
11238,5713,9542,3441,9665,3941,7969,6400,8124,10164,9817,15116,1
12529,6373,9102,3670,8417,3817,6794,5921,7053,8784,8521,13079,1
11934,5654,9221,3227,8946,3524,7234,5606,7456,9382,9167,14082,1
12510,6164,9849,3867,9256,4174,7834,6467,8030,9914,9475,14259,1
12377,6168,9354,3638,8919,3965,7335,6004,7116,8717,8387,12520,1
12130,5963,9182,3418,8662,3620,7039,5586,7087,9011,8556,13127,1
12384,6167,9305,3659,8672,3869,7044,5790,6981,8648,8606,12960,1
9053,4605,8908,2673,10953,3293,9541,6689,9930,12324,12624,21834,1
8370,4096,8051,2300,10198,3245,9550,6987,10638,14013,16365,27640,1
12177,5563,9045,3002,8849,3300,6919,5423,6909,8798,8169,13237,1
11786,6036,9399,3469,9319,3722,7424,6007,7449,9120,8468,13332,1
8311,3562,8056,1877,10770,2795,9841,6880,10322,13923,14432,25903,1
11744,5703,9405,3244,9698,3990,8070,6260,7993,9828,9041,14496,1
11599,5545,9563,3039,9229,3383,7503,5834,7565,10022,9419,14919,1
12223,5908,9827,3483,9588,3801,7528,6203,7765,9567,8938,14020,2
11684,5761,9845,3564,10010,4008,8218,6466,8439,10372,9781,14925,2
10763,5043,9393,2898,10242,3709,8611,6752,9088,11767,11677,18009,2
12279,5879,9598,3386,9079,3780,7503,6235,7783,9931,9939,14772,2
9963,4483,9154,2553,10158,3370,8845,6705,9590,12082,14105,20719,2
11433,5807,9887,3438,9938,4227,8236,6773,8666,10696,9571,15811,2
11468,5701,9923,3382,10093,3874,8147,6544,8372,10587,11035,16721,2
11293,5789,9593,3664,9897,4349,8585,7137,9254,11261,11638,16734,2
11083,5451,9655,3398,10132,4066,8586,6778,9101,11509,11138,17313,2
11595,5683,9613,3200,9484,3741,7773,6161,8127,9701,10072,14861,2
11433,5324,9196,3211,9597,3737,8108,6322,8760,10871,11120,16828,2
11990,5851,10019,3479,9808,3985,8084,6409,7950,10247,9642,14708,2
12094,6068,9691,3825,9301,4461,7714,6561,8248,9361,9462,13483,2
11416,5461,9461,3060,9630,3654,7782,6053,7913,10080,10111,15852,2
10006,4702,9158,2795,10440,3812,9449,6994,10934,12913,14401,20749,2
11258,5471,9664,3245,9826,3885,8286,6710,8757,10946,10776,16115,2
11782,5755,9453,3322,9377,4151,7905,6235,8127,9948,10092,15092,2
11050,5575,9504,3445,9952,4005,8357,6855,8666,11276,10873,17072,2
11700,5696,9381,3318,9452,3658,7634,6087,7540,9894,9439,15205,2
10911,5354,9393,3099,10039,3742,8520,6452,8515,10761,10735,16945,2
11951,5744,9561,3211,9356,3556,7460,5765,7451,9585,9483,14496,2
12246,6082,9987,3660,9634,4031,7926,6253,7897,9547,9228,13891,2
12833,6568,10018,4213,9025,4673,7575,6595,7788,9303,9213,13081,2
12013,6020,10022,3493,9921,3753,7777,6067,7778,9313,8890,13819,2
11932,6108,9970,4012,9840,4639,8215,6976,8465,10203,9863,14444,2
11961,5949,10064,3575,9881,4028,7793,6275,7855,9662,9400,14104,2
12292,6090,10193,3823,9763,4363,7844,6341,7845,9419,9186,13352,2
11978,5990,9941,3718,9985,4288,8155,6767,8538,10217,10307,15235,2
13051,6332,9856,3585,9132,3757,6737,5346,6470,7959,7548,12012,2
12635,6679,10054,4052,8981,4355,7341,6487,7700,9847,9783,13747,2
12579,6244,9950,3723,9358,4040,7297,6080,7318,9317,9181,13652,2
12457,6249,9839,3632,9263,3974,7324,5889,7308,9154,8615,13229,2
12397,6443,10121,3782,9868,4156,7970,6507,8031,10429,10103,15189,2
12060,5866,10178,3501,9936,3914,8017,6518,8329,10729,10311,15821,2
12482,6497,10501,3807,9806,4006,7574,5992,7367,8892,8875,13463,2
12658,6271,9544,3739,8658,4082,7005,6065,7603,9758,10390,14524,2
12281,6031,9831,3344,9159,3619,7387,6088,7468,9874,9576,15092,2
11889,6205,9932,3840,9587,4346,8208,6755,8434,10270,10827,14720,2
8398,3526,8138,1833,10428,2503,9092,6350,9614,13762,16646,26327,2
10899,5065,9595,3192,10557,3963,9244,7303,10006,12456,12760,19421,2
11066,5315,9854,3098,10456,3843,8794,6558,8952,10797,11283,16935,2
11814,5901,9880,3788,9623,4314,8281,7067,8732,10781,10688,15660,2
