Date,Unit Name,Longitude,Latitude,Fuel Type,Time,MW,MVAR
7/3/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,16:00,323,95
7/3/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,16:30,319,96
7/3/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,17:00,327,97
7/3/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,17:30,323,96
7/3/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,18:00,324,73
7/3/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,18:30,323,73
7/3/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,19:00,328,71
7/3/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,19:30,324,72
7/3/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,20:00,323,75
7/3/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,20:30,323,73
7/3/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,21:00,325,72
7/3/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,21:30,324,72
7/3/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,22:00,322,37
7/3/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,22:30,328,30
7/3/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,23:00,323,89
7/3/2024,Jatim 1 #1,113.586780014842,-7.71623683310037,Batubara,23:30,324,31
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,0:00,322,113
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,0:30,323,115
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,1:00,326,118
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,1:30,324,118
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,2:00,322,119
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,2:30,327,112
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,3:00,323,118
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,3:30,320,115
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,4:00,318,125
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,4:30,322,125
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,5:00,323,123
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,5:30,323,124
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,6:00,324,125
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,6:30,323,109
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,7:00,321,109
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,7:30,321,114
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,8:00,323,124
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,8:30,323,123
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,9:00,322,125
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,9:30,321,76
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,10:00,321,76
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,10:30,324,74
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,11:00,324,72
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,11:30,324,63
7/3/2024,Jatim 1 #2,113.586780014842,-7.71623683310037,Batubara,12:00,320,75
